operon_id	chromosome	TSS_start	TSS_end	score	strand	RNAP1_promoter	RNAP1_body	spt45_r1_promoter	spt45_r1_body	elf1_r1_promoter	elf1_r1_body	cpsf1_r1_promoter	cpsf1_r1_body	RNAP2_promoter	RNAP2_body	spt45_r2_promoter	spt45_r2_body	elf1_r2_promoter	elf1_r2_body	cpsf1_r2_promoter	cpsf1_r2_body	EI_RNAP1	EI_RNAP2	EI_spt45_r1	EI_spt45_r2	EI_elf1_r1	EI_elf1_r2	EI_RNAPmean	EI_Spt45mean	EI_Elf1mean	EI_RNAPsd	EI_Spt45sd	EI_Elf1sd	TFB1_peakStart	TFB1_foldR1	TFB1_foldR2	TFEb_peakStart	TFEb_foldR1	TFEb_foldR2	first.cistron	Translation_Start	Translation_Stop	Transcription_Stop	Strand	Name	Synonym	Product	Expression.expon	Expression.stat	Expression.oxid	Expression.mock	qValue.expon.vs.stat	qValue.expon.vs.oxid	qValue.expon.vs.mock	qValue.stat.vs.oxid	qValue.stat.vs.mock	qValue.oxid.vs.mock	foldchange_ExpStat	foldchange_ExpOxid	foldchange_OxidMock	UTR	Name	Synonym	Product	Raw.Counts.h2o2.Replicate.1	Raw.Counts.h2o2.Replicate.2	Normalized.Counts.h2o2.Replicate.1	Normalized.Counts.h2o2.Replicate.2	RPKM.h2o2	Expression.h2o2	Raw.Counts.expon.Replicate.1	Raw.Counts.expon.Replicate.2	Normalized.Counts.expon.Replicate.1	Normalized.Counts.expon.Replicate.2	RPKM.expon	Expression.expon	Raw.Counts.stat.Replicate.1	Raw.Counts.stat.Replicate.2	Raw.Counts.stat.Replicate.3	Normalized.Counts.stat.Replicate.1	Normalized.Counts.stat.Replicate.2	Normalized.Counts.stat.Replicate.3	RPKM.stat	Expression.stat	pValue.h2o2.vs.expon	qValue.h2o2.vs.expon	pValue.h2o2.vs.stat	qValue.h2o2.vs.stat	pValue.expon.vs.stat	qValue.expon.vs.stat
ID_1447	gi|15896971|ref|NC_002754.1|	1970355	1970356	.	-	7.96078	1.353164	7.81795333333333	1.401596	5.21112666666667	1.60008	4.20996666666667	0.9487492	9.00812	1.630072	7.92937333333333	1.985444	1.63211333333333	1.0699064	4.57643333333333	1.1655348	-2.55657309261437	-2.46629035668493	-2.47972041020023	-1.99774518291519	-1.70345128467026	-0.609256651988483	-2.51143172464965	-2.23873279655771	-1.15635396832937	0.0638395347997794	0.340807951577179	0.773712444707209	1970371	4.57493	4.24446	1970359	3.06278	3.10028	1970377	1970377	1968668	1968348	-	apeH-2	SSO2141	acylaminoacyl peptidase	116	140	122	104	1	0.173366987	1	0.20716106	1	1	-0.271302022	-0.072756342	0.230297619	21	SSO2141	SSO2141	Acylaminoacyl-peptidase, putative (apeH-2)	5407	6715	150111	265622	91	123	10112	5769	222966	172788	130	117	4029	4949	3460	249401	237617	233477	59	142	0.0408323858731469	0.170162272052351	0.101198079475062	0.243642398612428	0.492358363673246	0.909621119355973
ID_1464	gi|15896971|ref|NC_002754.1|	1989920	1989921	.	-	14.1874333333333	3.371996	15.0873533333333	3.946452	8.83034	3.30668	8.03813333333333	1.380132	11.1437133333333	3.074024	11.3746266666667	4.423	1.91489333333333	1.419768	5.62436	1.763368	-2.07293888319428	-1.85802971707378	-1.9347116391716	-1.362722047194	-1.41708555071772	-0.43160882836875	-1.96548430013403	-1.6487168431828	-0.924347189543233	0.151963728702949	0.404457719255489	0.696837273074447	1989927	3.59163	3.13658	1989922	2.34918	2.71572	1989945	1989909	1986907	1986906	-	-	SSO2162	dehydrogenase	181	352	127	153	0.016776404	1	1	0.536589147	0.312992804	1	-0.959585732	0.5111612	-0.268703156	12	SSO2162	SSO2162	Dehydrogenase, putative	11891	10817	330082	427846	96	126	28172	15338	621146	459362	200	179	17683	19992	16446	1094622	959910	1109586	145	351	0.395536541441617	1	0.235632995030245	0.532698266905703	0.00814936546748445	0.0169352301069954
ID_1471	gi|15896971|ref|NC_002754.1|	1995510	1995511	.	-	7.87057333333333	3.48732	6.56846	4.050248	4.20276	4.17256	4.3692	1.48546	5.26554	1.584352	3.84544666666667	2.011844	1.15101066666667	1.185728	2.72954666666667	1.1092628	-1.17434997960042	-1.73268859368684	-0.69754491684769	-0.934632741968003	-0.0104042780613637	0.0428718975972845	-1.45351928664363	-0.816088829407846	0.0162338097679604	0.394805020218807	0.167646408879344	0.0376719450839158	1995509	3.25166	3.41747	1995505	2.49702	2.7705	1995494	1995482	1994295	NA	-	-	SSO2170	hypothetical protein	396	99	267	299	5.74e-30	1	1	1.75e-12	3.51e-16	1	2	0.568660688	-0.163305743	29	SSO2170	SSO2170	hypothetical protein	7554	10611	209705	419690	194	264	21939	15036	483733	450317	431	393	1867	2227	1927	115571	106941	130037	40	98	0.668870861277346	1	1.68933600091102e-12	7.10662563626489e-12	4.30056472300322e-29	1.54949745170243e-28
ID_1481	gi|15896971|ref|NC_002754.1|	2007307	2007308	.	+	8.44312666666667	1.514716	8.58942666666667	1.92408	5.3706	1.984608	4.55084	1.1041492	9.00454	1.47342	8.01675333333333	1.910836	1.75846666666667	1.196104	5.45148666666667	1.2385132	-2.47873003553189	-2.6114838466315	-2.15839305133309	-2.06881412234137	-1.43622919996547	-0.555975151802549	-2.54510694108169	-2.11360358683723	-0.996102175884009	0.0938711200568908	0.0633418681414728	0.622433606622911	2007267	4.21051	3.49453	2007274	2.19744	2.91326	2007306	2007306	2008547	2008674	+	idh	SSO2182	isocitrate dehydrogenase	337	167	236	242	2.15e-05	1	1	0.003820445	0.005339794	1	1.012900489	0.513961732	-0.036220188	2	SSO2182	SSO2182	isocitrate dehydrogenase	9483	8048	263238	318306	179	234	22911	10862	505156	325317	377	335	3485	4236	3022	215726	203403	203939	69	167	0.665701301076313	1	0.00175271664882539	0.00489785182028136	1.42891169330696e-05	3.30721345818928e-05
ID_1532	gi|15896971|ref|NC_002754.1|	2069295	2069296	.	-	64.152	22.53176	69.1358	34.80892	52.9441333333333	33.99012	47.2246	7.641476	37.776	15.42968	38.3185333333333	24.20968	5.50855333333333	4.104148	34.0746	5.810684	-1.50953423369849	-1.29176180487426	-0.989975909600475	-0.662458331912931	-0.639355374785426	-0.424590728225362	-1.40064801928638	-0.826217120756703	-0.531973051505394	0.153988361177081	0.231589900140654	0.151861537941753	2069314	15.37906	10.44158	2069301	8.86584	6.75999	2069294	2069294	2068737	2068737	-	-	SSO2253	hypothetical protein	6666	5771	2660	5147	0.102337758	0.588533343	1	1	0.41204816	1	0.207999986	1.325395072	-0.952305537	2	SSO2253	SSO2253	hypothetical protein	43184	43951	1198740	1738326	1983	2631	173038	118633	3815191	3552926	7246	6602	58068	60363	46588	3594417	2898188	3143101	2379	5756	0.176488937761676	0.555123831151338	0.974596263430887	1	0.051068797382884	0.101908439905717
ID_1597	gi|15896971|ref|NC_002754.1|	2150697	2150698	.	+	7.62709333333333	3.273492	8.14048	4.584516	4.1372	4.252256	3.62279333333333	1.933212	6.55672	2.139632	5.04052	2.787508	1.34036666666667	1.1185856	3.18704	1.717308	-1.22030290107033	-1.6156116012475	-0.828344432344934	-0.854596630038249	0.0395737526986613	-0.260952050817033	-1.41795725115891	-0.841470531191591	-0.110689149059186	0.27952546255732	0.0185631070099929	0.212503833587484	2150710	4.04452	4.20126	2150717	2.43579	3.13485	2150698	2150698	2152398	2152398	+	sdhA	SSO2356	succinate dehydrogenase flavoprotein subunit	265	692	296	227	8.49e-05	0.360547854	1	1	0.017942309	1	-1.384779678	-0.159604816	0.382904878	0	SSO2356	SSO2356	succinate dehydrogenase flavoprotein subunit	15780	14121	438043	558516	223	292	22300	13512	491692	404674	291	263	18465	22541	19248	1143029	1082294	1298625	285	690	0.100656430853679	0.358516555203094	0.722793854629954	1	3.93290477909556e-05	8.94965831675766e-05
ID_1598	gi|15896971|ref|NC_002754.1|	2157193	2157194	.	-	16.65652	10.863864	18.3531733333333	13.54242	11.0549066666667	15.53964	5.68931333333333	3.40072	9.34564	5.463824	9.70324	7.245924	1.7774	2.12386	4.17437333333333	2.514736	-0.616549689623313	-0.77438245227371	-0.438543963774997	-0.421296882787645	0.491266236897126	0.256920276830981	-0.695466070948512	-0.429920423281321	0.374093256864053	0.111604616763503	0.01219552792183	0.165707617506443	2157183	2.48929	3.02546	2157186	2.67738	2.89477	2157185	2157185	2156037	NA	-	-	SSO2363	hypothetical protein	157	632	251	127	3.74e-24	0.003689965	1	0.406202167	3.22e-15	0.10656974	-2.009159999	-0.676922805	0.982858867	9	SSO2363	SSO2363	hypothetical protein	6288	10077	174568	398574	180	249	9126	5224	201219	156461	173	155	11488	14342	11459	711155	688642	773096	261	630	0.000440782107352753	0.00345630906848645	0.198134682736821	0.454527094590806	4.27143603325126e-25	1.48902355784e-24
ID_1599	gi|15896971|ref|NC_002754.1|	2157598	2157599	.	+	82.4383333333333	20.78676	95.1186666666667	32.2192	64.92692	30.38148	23.53184	7.479872	67.6626	22.3804	75.3977333333333	35.66572	8.59304666666667	4.977472	25.1235466666667	10.637996	-1.98765043293191	-1.59612279361324	-1.56180781964113	-1.07998305450757	-1.09562462165696	-0.787756529609986	-1.79188661327258	-1.32089543707435	-0.941690575633471	0.276851848784193	0.340701558769559	0.217695615597377	2157604	13.60922	13.22331	2157617	6.04234	7.53199	2157612	2157622	2158068	NA	+	SSB	SSO2364	single-stranded DNA-binding protein	243	2133	340	214	2.18e-166	0.01345203	1	1.57e-11	1.84e-95	0.229163603	-3.133855747	-0.484578433	0.66792395	23	SSO2364	SSO2364	single-strand DNA-binding protein	5303	3880	147214	153464	261	336	4369	3981	96340	119248	259	241	17573	18945	12697	1087765	909601	856652	886	2128	0.00225750011247558	0.0146103905408243	1.76594191925302e-12	7.40886414371246e-12	1.84662556945347e-166	1.20514578568315e-165
ID_1631	gi|15896971|ref|NC_002754.1|	2196593	2196594	.	+	15.97178	5.894528	14.3428666666667	7.341596	6.26934666666667	6.613268	7.28002	2.652024	14.7154133333333	4.402076	12.1330533333333	5.52774	1.566562	1.778108	8.10545333333333	2.715168	-1.43807690491731	-1.74107210784949	-0.966167768279115	-1.13418099180029	0.0770482608649559	0.182741085733574	-1.5895745063834	-1.0501743800397	0.129894673299265	0.214249962660338	0.118803289680837	0.0747361131873617	2196588	6.01025	7.07836	2196593	5.20236	7.33448	2196594	2196594	2197565	NA	+	trxB-3	SSO2416	thioredoxin reductase	105	109	158	105	1	0.005079021	1	0.00077	0.472991473	0.376831341	-0.053938807	-0.589535231	0.589535231	0	SSO2416	SSO2416	Thioredoxin reductase (trxB-3)	5260	3992	146019	157908	121	156	4693	3353	103480	100421	114	104	1541	2042	1835	95431	98051	123800	44	108	0.000786957329769127	0.00580520892789406	0.000397932658676629	0.00117307231672381	0.937495676590858	1
ID_1637	gi|15896971|ref|NC_002754.1|	2205811	2205812	.	+	16.38124	6.971212	15.8502066666667	9.511124	8.30838666666667	9.199524	6.02893333333333	3.169352	19.99128	6.116076	18.8537733333333	9.251924	2.39282666666667	2.123252	11.5964666666667	3.326936	-1.23256316096926	-1.70869260855894	-0.736813901170855	-1.02702796861347	0.146990855660375	-0.172440284745811	-1.4706278847641	-0.881920934892164	-0.012724714542718	0.33667436111327	0.205212335084405	0.225871925503366	2205812	4.57356	5.59831	2205822	2.82558	4.27804	2205747	2205820	2206350	2206368	+	-	SSO2427	hsp 20 family small heat shock protein	63	472	105	66	2.53e-163	8.65e-05	0.44780477	2.32e-07	1.51e-37	0.464886482	-2.905363126	-0.736965594	0.669851398	8	SSO2427	SSO2427	Small heat shock protein hsp20 family	2249	1224	62455	48446	83	104	1518	1125	33472	33717	69	63	3962	5344	3693	245291	256600	249202	197	471	3.09397652102982e-06	3.91526378453895e-05	4.14443126893888e-08	1.47954295185857e-07	3.99543923000362e-180	2.72161976433288e-179
ID_1639	gi|15896971|ref|NC_002754.1|	2206929	2206930	.	+	35.40894	4.2103	36.6763266666667	5.256868	27.5201266666667	5.31512	12.3817066666667	2.300776	19.6803733333333	2.298864	20.47922	3.143516	2.83675333333333	1.1992608	8.47427333333333	2.08946	-3.07211871632526	-3.0977645642631	-2.80257373803111	-2.70370975656077	-2.37231294122813	-1.24209527629958	-3.08494164029418	-2.75314174729594	-1.80720410876386	0.0181343529861253	0.0699073917127825	0.799184575087805	2206937	4.87621	4.89898	2206947	2.95906	3.49753	2206949	2206949	2208520	2208532	+	tuF-2	SSO2429	elongation factor 1-alpha, (tuF-2)	21	67	29	25	1	1	1	1	1	1	-1.673771768	-0.465663572	0.214124805	19	SSO2429	SSO2429	Elongation factor 1-alpha, putative (tuF-2)	1751	1070	48607	42355	22	28	1539	1108	33949	33198	23	21	1540	2212	1696	95380	106222	114486	27	67	0.000360815171615926	1	0.103466826641524	1	2.40420648674635e-22	1
ID_1699	gi|15896971|ref|NC_002754.1|	2280181	2280182	.	+	15.5198933333333	4.79888	15.5356333333333	7.013668	8.88612666666667	6.673624	12.3453066666667	2.368016	14.99144	5.976776	17.0125266666667	9.002104	2.09401333333333	1.837976	11.4696333333333	3.411904	-1.69334899923705	-1.32669958875946	-1.14734001058102	-0.918263285937114	-0.413084300652575	-0.188152700188111	-1.51002429399825	-1.03280164825907	-0.300618500420343	0.259260284466755	0.161981705407712	0.159050659991566	2280185	5.1637	4.74147	2280191	2.65951	3.12957	2280182	2280182	2281294	NA	+	acd-4	SSO2511	acyl-CoA dehydrogenase	11	142	16	11	0	1	1	2.13e-43	4.2e-167	1	-3.690315501	-0.540568381	0.540568381	0	SSO2511	SSO2511	Acyl-CoA dehydrogenase (acd-4)	629	471	17475	18654	12	16	562	412	12406	12351	12	11	2439	2930	2718	150976	140696	183374	58	142	3.62191292870815e-05	1	1.34438088043147e-46	9.03900147037402e-46	0	0
ID_1746	gi|15896971|ref|NC_002754.1|	2345218	2345219	.	-	20.1651333333333	7.838288	18.7495866666667	9.955288	10.2433933333333	11.74926	10.3963466666667	4.174232	15.0326266666667	5.911604	12.2835733333333	7.426872	1.94027933333333	2.158276	8.45197333333333	3.959896	-1.36325245741759	-1.34647557873065	-0.913323833956961	-0.725903687462891	0.197876178111725	0.153615002527434	-1.35486401807412	-0.819613760709926	0.17574559031958	0.0118630446866764	0.132526056516933	0.0312973773989406	2345213	5.44629	4.62343	2345201	2.93045	3.3691	2345217	2345217	2344828	2344787	-	-	SSO2573	hypothetical protein	244	391	427	345	0.019979388	0.000262	0.074582388	0.055622496	1	0.830582506	-0.68028746	-0.807354922	0.307639708	2	SSO2573	SSO2573	hypothetical protein	6585	3709	182810	146724	335	422	3782	3529	83392	105716	259	242	2448	2894	2458	151539	138968	165836	160	390	3.12749213676952e-05	0.000323989262991289	0.0245686063439667	0.0631561284465469	0.00997877838664584	0.0207092914117523
ID_1782	gi|15896971|ref|NC_002754.1|	2393749	2393750	.	+	55.487	30.4242	63.6896666666667	49.03696	50.9582	52.26576	64.0813333333333	13.82444	40.3374666666667	21.21976	48.2278666666667	33.0892	5.879734	5.234376	54.5836	14.60488	-0.866930475333806	-0.92671214136782	-0.377189778049694	-0.543506582755337	0.0365518089815411	-0.167733327845249	-0.896821308350813	-0.460348180402515	-0.0655907594318541	0.0422720214432807	0.117603740432639	0.144451405545845	2393776	7.58039	5.7501	2393784	3.72747	4.11572	2393762	2393762	2393995	2393997	+	-	SSO10788	hypothetical protein	52	602	151	78	0	7.76e-21	0.002201977	2.63e-06	2.03e-55	0.062615876	-3.533179959	-1.537965021	0.95300252	12	SSO10788	SSO10788	hypothetical protein	1014	1055	28160	41748	112	149	547	407	12078	12217	56	51	2819	3357	1282	174534	161191	86501	256	601	8.41427493191138e-23	5.57311443894471e-21	4.50896669507741e-07	1.53235953294498e-06	0	0
ID_1786	gi|15896971|ref|NC_002754.1|	2399551	2399552	.	+	43.6868	9.875296	34.6296	13.721352	17.28326	13.440348	18.5117266666667	4.79632	25.8337333333333	6.7119	18.5527933333333	8.945444	2.23028	1.772748	12.3855	4.101216	-2.14530153719022	-1.944463021531	-1.33558308237559	-1.05241142110302	-0.362804873807123	-0.331237375779176	-2.04488227936061	-1.1939972517393	-0.34702112479315	0.14201427634608	0.20023260192569	0.0223215919206541	2399552	34.94585	16.78628	2399553	14.03439	8.37972	2399552	2399552	2400400	NA	+	cutB-2	SSO2636	carbon monoxide dehydrogenase, medium chain CutB	115	121	114	98	1	0.265401162	1	0.148767058	1	1	-0.073373186	0.012600037	0.21818017	0	SSO2636	SSO2636	Carbon monoxide dehydrogenase, medium chain.	2920	2831	81066	111978	86	113	4785	2939	105507	88042	126	113	1615	2082	1595	100000	100000	107654	50	120	0.0738635912987738	0.276699590509125	0.0704129383787129	0.172459069372882	0.966882449053508	1
ID_1804	gi|15896971|ref|NC_002754.1|	2425097	2425098	.	+	44.4981333333333	1.865476	40.0438666666667	2.289856	25.2110666666667	2.747336	434.146	2.55624	24.9712	2.745788	21.7344	3.433244	2.96588	1.434908	224.0586	4.284144	-4.57612911265357	-3.18497300654378	-4.12825250775237	-2.66233597100182	-3.19795189079463	-1.04750198669585	-3.88055105959868	-3.3952942393771	-2.12272693874524	0.983695916319303	1.03655952378982	1.52059770979021	2425091	9.59385	8.27669	2425088	4.31698	5.33072	2425098	2425098	2427179	2427184	+	-	SSO2669	ABC transporter periplasmic protein	103	3497	124	85	0	0.061099793	1	2.23e-291	0	0.661666227	-5.085401554	-0.267695783	0.544805374	0	SSO2669	SSO2669	ABC transporter, periplasmic component	3065	10865	85106	429730	84	123	12096	5295	266713	158587	115	102	119346	159525	99897	7387463	7659243	6739687	1464	3488	0.0128302214654824	0.0624069990969479	3.95164942836351e-285	5.41915624250907e-284	0	0
ID_1806	gi|15896971|ref|NC_002754.1|	2428198	2428199	.	+	8.69308	0.9270348	6.05299333333333	0.7890528	3.05523333333333	0.9245348	18.0025733333333	1.0812648	8.99904	0.8945624	6.41038666666667	0.9546956	1.56058	1.0578088	18.0936666666667	1.3224208	-3.22917201902359	-3.33051707999382	-2.93945501459589	-2.74729866570937	-1.72448303570864	-0.561003433574418	-3.2798445495087	-2.84337684015263	-1.14274323464153	0.0716617798518075	0.135875057345708	0.822704316441333	2428181	5.12154	4.14863	2428191	2.71627	3.34311	2428073	2428073	2429161	NA	+	-	SSO2670	ABC transporter ATP binding protein	10	27	26	11	1	1	1	1	1	1	-1.432959407	-1.378511623	1.2410081	126	SSO2670	SSO2670	ABC transporter, ATP binding protein	766	893	21270	35319	21	29	477	382	10520	11452	12	11	380	639	469	23539	30721	31641	12	29	4.96697069370371e-20	1	0.039036554660325	1	1.40117813007994e-17	1
ID_1847	gi|15896971|ref|NC_002754.1|	2480884	2480885	.	-	7.94018	1.2591876	4.45922666666667	0.9319564	1.759812	0.8333988	3.89552	1.1182824	5.51251333333333	1.1863828	3.42968	1.2044252	0.977394666666667	1.0228892	3.74467333333333	1.2409744	-2.65667847401384	-2.2161406530974	-2.25845916752581	-1.50972917588987	-1.07834238673321	0.0656367425258459	-2.43640956355562	-1.88409417170784	-0.50635282210368	0.31150728053916	0.529432054363521	0.808915399834957	2480884	8.50515	6.34845	2480880	3.1374	2.50214	2480882	2480882	2479293	2479293	-	-	SSO2726	amino acid transporter	128	388	44	146	2.85e-12	0.061099793	0.41124582	6.51e-33	0.00834359	0.006384662	-1.599912842	1.540568381	-1.73039294	3	SSO2726	SSO2726	Amino acid transporter, putative	3477	1126	96527	44541	36	44	9319	6600	205472	197677	138	126	9519	12599	9654	589275	604915	651363	160	386	0.0120950585901454	0.0595533990991072	7.57575270466486e-34	4.50923865575941e-33	8.45374573331961e-13	2.41422939335445e-12
ID_1858	gi|15896971|ref|NC_002754.1|	2495100	2495101	.	-	30.5811333333333	6.055556	28.6428666666667	7.701012	16.87074	6.943816	42.9272	3.02512	17.76092	3.931436	16.1825333333333	5.328168	2.82967333333333	1.617756	20.0781066666667	2.77466	-2.33631053947095	-2.17557803995253	-1.89505593939965	-1.60272599840017	-1.28072263154331	-0.806641485319357	-2.25594428971174	-1.74889096889991	-1.04368205843133	0.113655040366538	0.206708483624598	0.33522599332765	2495096	5.43003	4.59331	2495091	3.88772	3.76568	2495101	2495101	2494349	2494349	-	-	SSO2740	hypothetical protein	24	2361	33	39	0	1	1	0	0	1	-6.620219826	-0.459431619	-0.2410081	0	SSO2740	SSO2740	hypothetical protein	904	623	25104	24645	25	33	767	667	16932	19995	26	24	28364	37217	26328	1755723	1786912	1776249	982	2354	0.000105012123737056	1	0	0	0	0
ID_1870	gi|15896971|ref|NC_002754.1|	2514575	2514576	.	-	61.7548666666667	17.88432	63.8956	26.30496	44.8386266666667	29.40636	75.1327333333333	26.876232	21.7478666666667	6.26676	21.2289333333333	8.964188	2.60281333333333	2.11758	27.9092666666667	13.606232	-1.78785756946548	-1.79508224033152	-1.28038173097322	-1.24378707259749	-0.608613876923086	-0.297655375176538	-1.7914699048985	-1.26208440178536	-0.453134626049812	0.00510861376121224	0.0258763310926903	0.219880865252593	2514569	19.39286	10.22703	2514568	11.03296	7.16575	2514560	2514560	2514006	NA	-	porG-2	SSO2758	pyruvate synthase subunit gamma	243	3454	417	391	0	0.000595	0.01199131	5.01e-18	3.94e-42	1	-3.829239864	-0.77909107	0.092878776	16	SSO2758	SSO2758	Pyruvate synthase gamma chain	7626	6240	211696	246800	317	413	6021	4499	132768	134743	262	241	31344	39445	28182	1940217	1893879	1901340	1435	3444	5.49015195415253e-05	0.000535763104491436	3.04430400732066e-19	1.47157117620951e-18	0	0
ID_1923	gi|15896971|ref|NC_002754.1|	2594227	2594228	.	-	7.71473333333333	3.16864	7.03711333333333	4.341016	4.86555333333333	4.320956	6.78637333333333	1.704412	7.43083333333333	2.015748	5.60378666666667	2.677024	1.47135333333333	1.191296	5.66828666666667	1.644064	-1.2837525300864	-1.88220872067731	-0.696951007887014	-1.06577196108495	-0.171253344182846	-0.304611816894722	-1.58298062538185	-0.88136148448598	-0.237932580538784	0.423172430609898	0.260795797049944	0.0942986803832482	2594209	4.3918	4.19827	2594203	2.348	2.90307	2594226	2594226	2592469	2592469	-	-	SSO2831	ATPase AAA	23	107	36	18	6.41e-51	1	1	0.014137467	7.37e-27	1	-2.21790503	-0.646363045	1	2	SSO2831	SSO2831	AAA family ATPase	1662	2020	46137	79914	26	35	2008	1245	44289	37315	25	23	3111	3751	2850	192586	180095	192328	44	107	2.64570523302519e-05	1	0.00470827751419194	0.0127784375777502	7.49698591265622e-55	3.39216818983994e-54
ID_1931	gi|15896971|ref|NC_002754.1|	2608119	2608120	.	-	42.2022	5.174484	50.8208	6.22568	36.5746666666667	7.042356	19.3511333333333	2.725304	26.4444666666667	4.781776	30.993	6.696988	4.19906666666667	1.637204	16.3273466666667	3.286844	-3.02783129934105	-2.46734742493773	-3.02911575658904	-2.21035812079409	-2.37671465180816	-1.35883459669039	-2.74758936213939	-2.61973693869157	-1.86777462424928	0.396321948336302	0.578949076418871	0.719749889408307	2608117	7.33256	6.86405	2608111	4.82497	4.58405	2608168	2608117	2606453	2606445	-	-	SSO2847	sugar-binding periplasmic protein	4624	1144	1016	3873	4.7e-19	0.080852389	1	0.302923766	7.08e-13	0.498453416	2.015054346	2.186240996	-1.930551099	3	SSO2847	SSO2847	Sugar-binding periplasmic protein	46710	51874	1296633	2051692	751	1005	367222	238979	8096586	7157164	5047	4580	28139	41254	29298	1741834	1980728	1976628	477	1140	0.0144359737705769	0.0691372097658553	0.123743786210991	0.293832499218013	9.61816032627876e-20	3.12214109444273e-19
ID_1941	gi|15896971|ref|NC_002754.1|	2620489	2620490	.	-	39.9030666666667	9.711576	35.2168	12.85952	21.1829	13.64072	91.6210666666667	4.213496	37.2197333333333	10.568896	33.7724666666667	16.28368	3.81984666666667	2.900556	61.6212666666667	6.82656	-2.03872228489981	-1.81624303468162	-1.45342703058402	-1.05242077882983	-0.63498031561353	-0.397185254682526	-1.92748265979071	-1.25292390470692	-0.516082785148028	0.157316586502585	0.283554239913588	0.168146500116981	2620520	20.57277	16.87369	2620494	9.12409	12.52768	2620490	2620490	2618490	2618490	-	acsA-9	SSO2863	acetyl-CoA synthetase	101	2651	118	85	0	0.092496591	1	5.49e-186	0	0.73391764	-4.714109472	-0.224431567	0.473252113	0	SSO2863	SSO2863	acetyl-CoA synthetase	6334	7371	175830	291548	86	116	11279	5197	248682	155657	114	101	93949	92076	83547	5815417	4420819	5636558	1083	2644	0.0197754333041148	0.0913366823081743	1.68864228657894e-192	1.97621933763918e-191	0	0
ID_1943	gi|15896971|ref|NC_002754.1|	2622215	2622216	.	-	6.39862666666667	1.865268	5.88923333333333	2.246172	3.7946	2.839212	10.4762	1.91268	8.59130666666667	3.5498	7.96126	4.365504	1.67958	1.601324	13.71566	3.705392	-1.77837936310487	-1.27513982629778	-1.39061142876026	-0.866848555537329	-0.41845723779714	-0.0688352725680025	-1.52675959470132	-1.1287299921488	-0.243646255182571	0.355844089037469	0.370356279389687	0.247220062465291	2622208	2.60392	3.18257	2622195	2.44827	3.03474	2622237	2622237	2621884	NA	-	-	SSO2867	hypothetical protein	1776	1725	2808	2792	1	0.100630709	0.222778613	0.037931616	0.038073271	1	0.04203522	-0.660911354	0.008243994	21	SSO2867	SSO2867	hypothetical protein	42360	19906	1175861	787318	2380	2947	27103	21600	597587	646905	2027	1868	10012	11628	9613	619752	558295	648594	755	1828	0.021728492634299	0.0988900549277382	0.0121609647779907	0.0320822740287163	0.844425361108402	1
ID_1950	gi|15896971|ref|NC_002754.1|	2632566	2632567	.	-	7.67518666666667	1.0131604	5.78684666666667	1.4415096	3.63223333333333	1.50578	17.2351933333333	1.2369604	6.85266666666667	1.468444	6.10703333333333	2.209496	1.353576	1.1814708	13.6227133333333	1.4331072	-2.92133924376629	-2.22237726322322	-2.00519697294982	-1.46675440041387	-1.2703458814534	-0.196191920037925	-2.57185825349475	-1.73597568668184	-0.733268900745662	0.494240756233584	0.380736394319702	0.759541550155275	2632558	3.72067	3.19817	2632551	2.44088	2.34161	2632567	2632567	2631764	2631764	-	-	SSO2879	hypothetical protein	135	276	315	127	0.00018	2.76e-07	1	0.029163667	0.053219048	0.005973454	-1.03170886	-1.222392421	1.310523332	0	SSO2879	SSO2879	hypothetical protein	9652	5895	267936	233189	246	311	4958	3574	109334	107054	147	134	3604	4454	3367	223119	213874	227184	114	275	2.22387058551584e-08	4.24718351700049e-07	0.0134193379237813	0.0351997025155999	7.34025556562241e-05	0.000165102713697851
ID_2018	gi|15896971|ref|NC_002754.1|	2716494	2716495	.	+	67.3578	27.5688	78.4007333333333	36.86696	58.595	46.3226	24.47438	19.9202	43.808	19.0062	50.6282	26.47844	6.02386	5.208428	23.13646	20.52828	-1.28880854687938	-1.20472423577481	-1.0885386902328	-0.93512306554471	-0.339061331203101	-0.209840234723327	-1.24676639132709	-1.01183087788875	-0.274450782963214	0.0594565865734432	0.108481228556918	0.0913731135932099	2716516	6.82672	7.01146	2716532	3.52988	3.93707	2716493	2716493	2718865	2718868	+	soxM	SSO2973	quinol oxidase-2 subunit I/III, cytochrome aa3	436	24696	128	244	0	0.032170873	0.891561401	0	0	0.994075809	-5.823805443	1.768184325	-0.930737338	2	SSO2973	SSO2973	Quinol oxidase-2, subunit I/III, cytochrome aa3	10961	7526	304275	297672	99	126	44472	35775	980533	1071441	469	432	978924	1223820	829773	60594824	58758863	55981244	10297	24660	0.0062549882610531	0.0343417609464873	0	0	0	0
