as.character(peaks$V1)	start	end	peak	peak_rep1	peak_rep2	fold_rep1	fold_rep2
gi|15896971|ref|NC_002754.1|	590318	590319	TFEb.expon.peak350	TFEb.expon_r1_peak_419	TFEb.expon_r2_peak_415	3.9949	3.95525
gi|15896971|ref|NC_002754.1|	594073	594074	TFEb.expon.peak351	TFEb.expon_r1_peak_421	TFEb.expon_r2_peak_417	4.30977	5.07871
gi|15896971|ref|NC_002754.1|	594578	594579	TFEb.expon.peak352	TFEb.expon_r1_peak_422b	TFEb.expon_r2_peak_418b	2.5547	2.86031
gi|15896971|ref|NC_002754.1|	595453	595454	TFEb.expon.peak353	TFEb.expon_r1_peak_424	TFEb.expon_r2_peak_419	9.31379	8.17716
gi|15896971|ref|NC_002754.1|	596605	596606	TFEb.expon.peak354	TFEb.expon_r1_peak_425	TFEb.expon_r2_peak_420	3.50368	4.03489
gi|15896971|ref|NC_002754.1|	598425	598426	TFEb.expon.peak355	TFEb.expon_r1_peak_427	TFEb.expon_r2_peak_422	2.79429	2.6075
gi|15896971|ref|NC_002754.1|	598735	598736	TFEb.expon.peak356	TFEb.expon_r1_peak_428a	TFEb.expon_r2_peak_423a	5.26094	4.79584
gi|15896971|ref|NC_002754.1|	599006	599007	TFEb.expon.peak357	TFEb.expon_r1_peak_428b	TFEb.expon_r2_peak_423b	3.32896	2.84047
gi|15896971|ref|NC_002754.1|	601210	601211	TFEb.expon.peak358	TFEb.expon_r1_peak_429b	TFEb.expon_r2_peak_424b	2.16997	2.36557
gi|15896971|ref|NC_002754.1|	601694	601695	TFEb.expon.peak359	TFEb.expon_r1_peak_430	TFEb.expon_r2_peak_425	2.712	2.59616
gi|15896971|ref|NC_002754.1|	607476	607477	TFEb.expon.peak360	TFEb.expon_r1_peak_432a	TFEb.expon_r2_peak_428a	3.93332	4.10487
gi|15896971|ref|NC_002754.1|	607832	607833	TFEb.expon.peak361	TFEb.expon_r1_peak_432b	TFEb.expon_r2_peak_428b	9.22171	10.1868
gi|15896971|ref|NC_002754.1|	609839	609840	TFEb.expon.peak362	TFEb.expon_r1_peak_433	TFEb.expon_r2_peak_429	3.46974	2.97609
gi|15896971|ref|NC_002754.1|	612754	612755	TFEb.expon.peak363	TFEb.expon_r1_peak_434	TFEb.expon_r2_peak_430	9.71909	9.03861
gi|15896971|ref|NC_002754.1|	613427	613428	TFEb.expon.peak364	TFEb.expon_r1_peak_436	TFEb.expon_r2_peak_431	3.79496	3.1196
gi|15896971|ref|NC_002754.1|	615382	615383	TFEb.expon.peak365	TFEb.expon_r1_peak_437	TFEb.expon_r2_peak_432	2.1314	2.42099
gi|15896971|ref|NC_002754.1|	616762	616763	TFEb.expon.peak366	TFEb.expon_r1_peak_438	TFEb.expon_r2_peak_433	3.63468	3.78127
gi|15896971|ref|NC_002754.1|	619082	619083	TFEb.expon.peak367	TFEb.expon_r1_peak_440	TFEb.expon_r2_peak_436	3.30215	3.10486
gi|15896971|ref|NC_002754.1|	622819	622820	TFEb.expon.peak368	TFEb.expon_r1_peak_441	TFEb.expon_r2_peak_437	4.42384	5.53652
gi|15896971|ref|NC_002754.1|	623604	623605	TFEb.expon.peak369	TFEb.expon_r1_peak_442a	TFEb.expon_r2_peak_438a	5.77844	5.93985
gi|15896971|ref|NC_002754.1|	623983	623984	TFEb.expon.peak370	TFEb.expon_r1_peak_442b	TFEb.expon_r2_peak_438b	2.59815	2.54531
gi|15896971|ref|NC_002754.1|	624535	624536	TFEb.expon.peak371	TFEb.expon_r1_peak_443b	TFEb.expon_r2_peak_439	2.32979	2.43082
gi|15896971|ref|NC_002754.1|	627736	627737	TFEb.expon.peak372	TFEb.expon_r1_peak_445	TFEb.expon_r2_peak_441	2.5017	2.54311
gi|15896971|ref|NC_002754.1|	628373	628374	TFEb.expon.peak373	TFEb.expon_r1_peak_446a	TFEb.expon_r2_peak_442a	2.03123	2.13664
gi|15896971|ref|NC_002754.1|	628699	628700	TFEb.expon.peak374	TFEb.expon_r1_peak_446b	TFEb.expon_r2_peak_442b	3.0752	2.76228
gi|15896971|ref|NC_002754.1|	629347	629348	TFEb.expon.peak375	TFEb.expon_r1_peak_447	TFEb.expon_r2_peak_443	4.6021	5.427
gi|15896971|ref|NC_002754.1|	630784	630785	TFEb.expon.peak376	TFEb.expon_r1_peak_448	TFEb.expon_r2_peak_444	3.08106	3.23665
gi|15896971|ref|NC_002754.1|	632801	632802	TFEb.expon.peak377	TFEb.expon_r1_peak_449	TFEb.expon_r2_peak_445b	5.97755	5.71257
gi|15896971|ref|NC_002754.1|	633664	633665	TFEb.expon.peak378	TFEb.expon_r1_peak_450b	TFEb.expon_r2_peak_446a	2.78601	2.80457
gi|15896971|ref|NC_002754.1|	633844	633845	TFEb.expon.peak379	TFEb.expon_r1_peak_450c	TFEb.expon_r2_peak_446b	5.64913	5.79369
gi|15896971|ref|NC_002754.1|	634865	634866	TFEb.expon.peak380	TFEb.expon_r1_peak_451	TFEb.expon_r2_peak_447	3.07731	2.92274
gi|15896971|ref|NC_002754.1|	637109	637110	TFEb.expon.peak381	TFEb.expon_r1_peak_452	TFEb.expon_r2_peak_449	7.66215	7.79262
gi|15896971|ref|NC_002754.1|	639316	639317	TFEb.expon.peak382	TFEb.expon_r1_peak_453c	TFEb.expon_r2_peak_451b	2.73436	3.26234
gi|15896971|ref|NC_002754.1|	640493	640494	TFEb.expon.peak383	TFEb.expon_r1_peak_454a	TFEb.expon_r2_peak_452a	4.8789	4.55445
gi|15896971|ref|NC_002754.1|	642600	642601	TFEb.expon.peak384	TFEb.expon_r1_peak_455a	TFEb.expon_r2_peak_453a	10.97527	12.05739
gi|15896971|ref|NC_002754.1|	642873	642874	TFEb.expon.peak385	TFEb.expon_r1_peak_455b	TFEb.expon_r2_peak_453b	3.64147	3.62883
gi|15896971|ref|NC_002754.1|	643049	643050	TFEb.expon.peak386	TFEb.expon_r1_peak_455c	TFEb.expon_r2_peak_453c	1.68334	1.7041
gi|15896971|ref|NC_002754.1|	644694	644695	TFEb.expon.peak387	TFEb.expon_r1_peak_456	TFEb.expon_r2_peak_454	11.01125	10.39649
gi|15896971|ref|NC_002754.1|	646595	646596	TFEb.expon.peak388	TFEb.expon_r1_peak_457a	TFEb.expon_r2_peak_455a	2.17195	2.37175
gi|15896971|ref|NC_002754.1|	646824	646825	TFEb.expon.peak389	TFEb.expon_r1_peak_457b	TFEb.expon_r2_peak_455b	8.6015	8.12192
gi|15896971|ref|NC_002754.1|	648312	648313	TFEb.expon.peak390	TFEb.expon_r1_peak_458	TFEb.expon_r2_peak_456	4.92228	4.69598
gi|15896971|ref|NC_002754.1|	649481	649482	TFEb.expon.peak391	TFEb.expon_r1_peak_459	TFEb.expon_r2_peak_457	3.03452	3.32853
gi|15896971|ref|NC_002754.1|	650636	650637	TFEb.expon.peak392	TFEb.expon_r1_peak_460	TFEb.expon_r2_peak_458	7.91862	8.51906
gi|15896971|ref|NC_002754.1|	657808	657809	TFEb.expon.peak393	TFEb.expon_r1_peak_464	TFEb.expon_r2_peak_463	5.43866	5.32756
gi|15896971|ref|NC_002754.1|	658344	658345	TFEb.expon.peak394	TFEb.expon_r1_peak_465	TFEb.expon_r2_peak_464	1.50889	1.53591
gi|15896971|ref|NC_002754.1|	660932	660933	TFEb.expon.peak395	TFEb.expon_r1_peak_467	TFEb.expon_r2_peak_465b	2.54325	2.98726
gi|15896971|ref|NC_002754.1|	663343	663344	TFEb.expon.peak396	TFEb.expon_r1_peak_468	TFEb.expon_r2_peak_466	2.78822	3.36078
gi|15896971|ref|NC_002754.1|	664051	664052	TFEb.expon.peak397	TFEb.expon_r1_peak_469	TFEb.expon_r2_peak_467	2.46958	2.43788
gi|15896971|ref|NC_002754.1|	664516	664517	TFEb.expon.peak398	TFEb.expon_r1_peak_470	TFEb.expon_r2_peak_468	3.68393	4.30067
gi|15896971|ref|NC_002754.1|	664882	664883	TFEb.expon.peak399	TFEb.expon_r1_peak_471	TFEb.expon_r2_peak_469	2.62971	2.3928
gi|15896971|ref|NC_002754.1|	666124	666125	TFEb.expon.peak400	TFEb.expon_r1_peak_472	TFEb.expon_r2_peak_470	4.09916	3.6109
gi|15896971|ref|NC_002754.1|	666598	666599	TFEb.expon.peak401	TFEb.expon_r1_peak_473	TFEb.expon_r2_peak_471	3.91181	4.89216
gi|15896971|ref|NC_002754.1|	670213	670214	TFEb.expon.peak402	TFEb.expon_r1_peak_475	TFEb.expon_r2_peak_472	2.78659	3.01906
gi|15896971|ref|NC_002754.1|	676175	676176	TFEb.expon.peak403	TFEb.expon_r1_peak_477	TFEb.expon_r2_peak_474b	19.53032	19.76121
gi|15896971|ref|NC_002754.1|	676850	676851	TFEb.expon.peak404	TFEb.expon_r1_peak_478	TFEb.expon_r2_peak_475	2.8941	2.95789
gi|15896971|ref|NC_002754.1|	677338	677339	TFEb.expon.peak405	TFEb.expon_r1_peak_479	TFEb.expon_r2_peak_476	2.64139	2.70841
gi|15896971|ref|NC_002754.1|	680475	680476	TFEb.expon.peak406	TFEb.expon_r1_peak_480	TFEb.expon_r2_peak_477	2.93526	2.9789
gi|15896971|ref|NC_002754.1|	681290	681291	TFEb.expon.peak407	TFEb.expon_r1_peak_481	TFEb.expon_r2_peak_478	5.21729	5.12713
gi|15896971|ref|NC_002754.1|	683676	683677	TFEb.expon.peak408	TFEb.expon_r1_peak_482	TFEb.expon_r2_peak_479	3.71864	4.50734
gi|15896971|ref|NC_002754.1|	686335	686336	TFEb.expon.peak409	TFEb.expon_r1_peak_483a	TFEb.expon_r2_peak_480a	3.28543	3.73538
gi|15896971|ref|NC_002754.1|	686530	686531	TFEb.expon.peak410	TFEb.expon_r1_peak_483b	TFEb.expon_r2_peak_480b	2.66188	2.89911
gi|15896971|ref|NC_002754.1|	689420	689421	TFEb.expon.peak411	TFEb.expon_r1_peak_485	TFEb.expon_r2_peak_481b	6.85776	6.95735
gi|15896971|ref|NC_002754.1|	692754	692755	TFEb.expon.peak412	TFEb.expon_r1_peak_488	TFEb.expon_r2_peak_483	7.68329	8.58371
gi|15896971|ref|NC_002754.1|	693440	693441	TFEb.expon.peak413	TFEb.expon_r1_peak_489b	TFEb.expon_r2_peak_484b	3.46965	3.77203
gi|15896971|ref|NC_002754.1|	695707	695708	TFEb.expon.peak414	TFEb.expon_r1_peak_491	TFEb.expon_r2_peak_486	2.51099	2.60588
gi|15896971|ref|NC_002754.1|	696408	696409	TFEb.expon.peak415	TFEb.expon_r1_peak_492	TFEb.expon_r2_peak_487	4.4266	5.46207
gi|15896971|ref|NC_002754.1|	699046	699047	TFEb.expon.peak416	TFEb.expon_r1_peak_495	TFEb.expon_r2_peak_490	8.09513	7.2058
gi|15896971|ref|NC_002754.1|	699630	699631	TFEb.expon.peak417	TFEb.expon_r1_peak_496	TFEb.expon_r2_peak_491	4.04507	4.47833
gi|15896971|ref|NC_002754.1|	700753	700754	TFEb.expon.peak418	TFEb.expon_r1_peak_497	TFEb.expon_r2_peak_492	2.96492	2.82181
gi|15896971|ref|NC_002754.1|	702802	702803	TFEb.expon.peak419	TFEb.expon_r1_peak_498	TFEb.expon_r2_peak_493	2.16755	2.12933
gi|15896971|ref|NC_002754.1|	703540	703541	TFEb.expon.peak420	TFEb.expon_r1_peak_499	TFEb.expon_r2_peak_494	3.7079	3.67592
gi|15896971|ref|NC_002754.1|	704699	704700	TFEb.expon.peak421	TFEb.expon_r1_peak_500	TFEb.expon_r2_peak_495	3.02791	3.48589
gi|15896971|ref|NC_002754.1|	706548	706549	TFEb.expon.peak422	TFEb.expon_r1_peak_501	TFEb.expon_r2_peak_496	2.63216	2.76751
gi|15896971|ref|NC_002754.1|	707018	707019	TFEb.expon.peak423	TFEb.expon_r1_peak_502	TFEb.expon_r2_peak_497	2.60106	2.74318
gi|15896971|ref|NC_002754.1|	708059	708060	TFEb.expon.peak424	TFEb.expon_r1_peak_503	TFEb.expon_r2_peak_498	4.21279	3.9434
gi|15896971|ref|NC_002754.1|	709070	709071	TFEb.expon.peak425	TFEb.expon_r1_peak_504a	TFEb.expon_r2_peak_499a	8.0774	8.4482
gi|15896971|ref|NC_002754.1|	709332	709333	TFEb.expon.peak426	TFEb.expon_r1_peak_504b	TFEb.expon_r2_peak_499b	5.75109	6.10376
gi|15896971|ref|NC_002754.1|	710064	710065	TFEb.expon.peak427	TFEb.expon_r1_peak_505	TFEb.expon_r2_peak_500	4.98039	4.71806
gi|15896971|ref|NC_002754.1|	711119	711120	TFEb.expon.peak428	TFEb.expon_r1_peak_506	TFEb.expon_r2_peak_501	3.7872	4.02109
gi|15896971|ref|NC_002754.1|	716260	716261	TFEb.expon.peak429	TFEb.expon_r1_peak_507	TFEb.expon_r2_peak_503	4.06549	4.48474
gi|15896971|ref|NC_002754.1|	717057	717058	TFEb.expon.peak430	TFEb.expon_r1_peak_508b	TFEb.expon_r2_peak_504	1.815	1.82476
gi|15896971|ref|NC_002754.1|	718059	718060	TFEb.expon.peak431	TFEb.expon_r1_peak_509	TFEb.expon_r2_peak_505	3.70595	3.79676
gi|15896971|ref|NC_002754.1|	719602	719603	TFEb.expon.peak432	TFEb.expon_r1_peak_510a	TFEb.expon_r2_peak_506a	3.96607	4.33733
gi|15896971|ref|NC_002754.1|	719833	719834	TFEb.expon.peak433	TFEb.expon_r1_peak_510b	TFEb.expon_r2_peak_506b	2.80862	3.12343
gi|15896971|ref|NC_002754.1|	720103	720104	TFEb.expon.peak434	TFEb.expon_r1_peak_510c	TFEb.expon_r2_peak_506c	10.4175	10.68761
gi|15896971|ref|NC_002754.1|	722285	722286	TFEb.expon.peak435	TFEb.expon_r1_peak_512a	TFEb.expon_r2_peak_508a	4.67924	5.68322
gi|15896971|ref|NC_002754.1|	722508	722509	TFEb.expon.peak436	TFEb.expon_r1_peak_512b	TFEb.expon_r2_peak_508b	4.51164	4.00327
gi|15896971|ref|NC_002754.1|	722796	722797	TFEb.expon.peak437	TFEb.expon_r1_peak_512c	TFEb.expon_r2_peak_508c	1.87438	1.94343
gi|15896971|ref|NC_002754.1|	726439	726440	TFEb.expon.peak438	TFEb.expon_r1_peak_513	TFEb.expon_r2_peak_509	5.91096	6.76534
gi|15896971|ref|NC_002754.1|	728151	728152	TFEb.expon.peak439	TFEb.expon_r1_peak_514	TFEb.expon_r2_peak_510	2.73898	2.84693
gi|15896971|ref|NC_002754.1|	728974	728975	TFEb.expon.peak440	TFEb.expon_r1_peak_515	TFEb.expon_r2_peak_511	3.70499	3.45568
gi|15896971|ref|NC_002754.1|	729395	729396	TFEb.expon.peak441	TFEb.expon_r1_peak_516	TFEb.expon_r2_peak_512	1.85372	1.96053
gi|15896971|ref|NC_002754.1|	733036	733037	TFEb.expon.peak442	TFEb.expon_r1_peak_517	TFEb.expon_r2_peak_513	2.68336	2.71389
gi|15896971|ref|NC_002754.1|	735087	735088	TFEb.expon.peak443	TFEb.expon_r1_peak_518	TFEb.expon_r2_peak_514	3.39485	3.77549
gi|15896971|ref|NC_002754.1|	736019	736020	TFEb.expon.peak444	TFEb.expon_r1_peak_519a	TFEb.expon_r2_peak_515a	4.07441	5.17605
gi|15896971|ref|NC_002754.1|	736225	736226	TFEb.expon.peak445	TFEb.expon_r1_peak_519b	TFEb.expon_r2_peak_515b	5.73213	5.86655
gi|15896971|ref|NC_002754.1|	736400	736401	TFEb.expon.peak446	TFEb.expon_r1_peak_519c	TFEb.expon_r2_peak_515c	3.20812	3.36245
gi|15896971|ref|NC_002754.1|	736595	736596	TFEb.expon.peak447	TFEb.expon_r1_peak_519d	TFEb.expon_r2_peak_515d	2.33698	2.26695
gi|15896971|ref|NC_002754.1|	738407	738408	TFEb.expon.peak448	TFEb.expon_r1_peak_520	TFEb.expon_r2_peak_516	22.28773	25.44155
gi|15896971|ref|NC_002754.1|	739139	739140	TFEb.expon.peak449	TFEb.expon_r1_peak_521	TFEb.expon_r2_peak_517	1.9313	2.05469
gi|15896971|ref|NC_002754.1|	739778	739779	TFEb.expon.peak450	TFEb.expon_r1_peak_522	TFEb.expon_r2_peak_518	4.22047	4.65503
gi|15896971|ref|NC_002754.1|	740336	740337	TFEb.expon.peak451	TFEb.expon_r1_peak_523	TFEb.expon_r2_peak_519	3.04471	2.66341
gi|15896971|ref|NC_002754.1|	742539	742540	TFEb.expon.peak452	TFEb.expon_r1_peak_525	TFEb.expon_r2_peak_521	12.91227	11.67473
gi|15896971|ref|NC_002754.1|	749137	749138	TFEb.expon.peak453	TFEb.expon_r1_peak_528a	TFEb.expon_r2_peak_525a	3.35613	2.98197
gi|15896971|ref|NC_002754.1|	749355	749356	TFEb.expon.peak454	TFEb.expon_r1_peak_528b	TFEb.expon_r2_peak_525b	3.84646	3.98767
gi|15896971|ref|NC_002754.1|	755590	755591	TFEb.expon.peak455	TFEb.expon_r1_peak_530	TFEb.expon_r2_peak_527	11.19214	12.74946
gi|15896971|ref|NC_002754.1|	756095	756096	TFEb.expon.peak456	TFEb.expon_r1_peak_531a	TFEb.expon_r2_peak_528a	10.39918	10.27583
gi|15896971|ref|NC_002754.1|	756324	756325	TFEb.expon.peak457	TFEb.expon_r1_peak_531b	TFEb.expon_r2_peak_528b	5.04025	5.3906
gi|15896971|ref|NC_002754.1|	758693	758694	TFEb.expon.peak458	TFEb.expon_r1_peak_532	TFEb.expon_r2_peak_529	2.97257	3.11775
gi|15896971|ref|NC_002754.1|	762915	762916	TFEb.expon.peak459	TFEb.expon_r1_peak_534	TFEb.expon_r2_peak_530	3.02393	3.23374
gi|15896971|ref|NC_002754.1|	763435	763436	TFEb.expon.peak460	TFEb.expon_r1_peak_535	TFEb.expon_r2_peak_531	8.00335	7.59927
gi|15896971|ref|NC_002754.1|	767388	767389	TFEb.expon.peak461	TFEb.expon_r1_peak_537b	TFEb.expon_r2_peak_533b	1.91959	2.00302
gi|15896971|ref|NC_002754.1|	768262	768263	TFEb.expon.peak462	TFEb.expon_r1_peak_539	TFEb.expon_r2_peak_535	7.7434	8.96617
gi|15896971|ref|NC_002754.1|	769472	769473	TFEb.expon.peak463	TFEb.expon_r1_peak_540	TFEb.expon_r2_peak_536	25.18511	24.73918
gi|15896971|ref|NC_002754.1|	773978	773979	TFEb.expon.peak464	TFEb.expon_r1_peak_542	TFEb.expon_r2_peak_538	2.11655	2.14932
gi|15896971|ref|NC_002754.1|	776871	776872	TFEb.expon.peak465	TFEb.expon_r1_peak_544b	TFEb.expon_r2_peak_540b	4.97145	4.62953
gi|15896971|ref|NC_002754.1|	778395	778396	TFEb.expon.peak466	TFEb.expon_r1_peak_545	TFEb.expon_r2_peak_541	2.51935	2.56068
gi|15896971|ref|NC_002754.1|	779302	779303	TFEb.expon.peak467	TFEb.expon_r1_peak_546	TFEb.expon_r2_peak_542	2.12247	2.23792
gi|15896971|ref|NC_002754.1|	781618	781619	TFEb.expon.peak468	TFEb.expon_r1_peak_547	TFEb.expon_r2_peak_543	2.61781	2.72659
gi|15896971|ref|NC_002754.1|	786056	786057	TFEb.expon.peak469	TFEb.expon_r1_peak_549	TFEb.expon_r2_peak_545	2.92989	3.53791
gi|15896971|ref|NC_002754.1|	786879	786880	TFEb.expon.peak470	TFEb.expon_r1_peak_551	TFEb.expon_r2_peak_547	3.30939	3.57733
gi|15896971|ref|NC_002754.1|	789791	789792	TFEb.expon.peak471	TFEb.expon_r1_peak_552b	TFEb.expon_r2_peak_548b	8.71075	8.07331
gi|15896971|ref|NC_002754.1|	790190	790191	TFEb.expon.peak472	TFEb.expon_r1_peak_552c	TFEb.expon_r2_peak_548c	3.44417	3.74079
gi|15896971|ref|NC_002754.1|	791991	791992	TFEb.expon.peak473	TFEb.expon_r1_peak_553	TFEb.expon_r2_peak_549	3.76378	3.98265
gi|15896971|ref|NC_002754.1|	792746	792747	TFEb.expon.peak474	TFEb.expon_r1_peak_554	TFEb.expon_r2_peak_550	6.82781	7.6423
gi|15896971|ref|NC_002754.1|	797658	797659	TFEb.expon.peak475	TFEb.expon_r1_peak_556	TFEb.expon_r2_peak_552b	7.99742	8.02344
gi|15896971|ref|NC_002754.1|	799010	799011	TFEb.expon.peak476	TFEb.expon_r1_peak_558	TFEb.expon_r2_peak_554a	1.87171	2.00609
gi|15896971|ref|NC_002754.1|	800916	800917	TFEb.expon.peak477	TFEb.expon_r1_peak_560	TFEb.expon_r2_peak_555	2.71829	3.45556
gi|15896971|ref|NC_002754.1|	802088	802089	TFEb.expon.peak478	TFEb.expon_r1_peak_561	TFEb.expon_r2_peak_556b	3.3407	3.55112
gi|15896971|ref|NC_002754.1|	802516	802517	TFEb.expon.peak479	TFEb.expon_r1_peak_562	TFEb.expon_r2_peak_557	4.5463	4.80738
gi|15896971|ref|NC_002754.1|	803971	803972	TFEb.expon.peak480	TFEb.expon_r1_peak_563	TFEb.expon_r2_peak_559	5.68854	5.59233
gi|15896971|ref|NC_002754.1|	804775	804776	TFEb.expon.peak481	TFEb.expon_r1_peak_564	TFEb.expon_r2_peak_560	2.63826	3.04632
gi|15896971|ref|NC_002754.1|	805582	805583	TFEb.expon.peak482	TFEb.expon_r1_peak_565	TFEb.expon_r2_peak_561	2.75772	3.13613
gi|15896971|ref|NC_002754.1|	806104	806105	TFEb.expon.peak483	TFEb.expon_r1_peak_566	TFEb.expon_r2_peak_562b	3.11578	2.80211
gi|15896971|ref|NC_002754.1|	807590	807591	TFEb.expon.peak484	TFEb.expon_r1_peak_568	TFEb.expon_r2_peak_564	3.4294	4.04064
gi|15896971|ref|NC_002754.1|	808418	808419	TFEb.expon.peak485	TFEb.expon_r1_peak_569	TFEb.expon_r2_peak_565	2.87052	3.12211
gi|15896971|ref|NC_002754.1|	810283	810284	TFEb.expon.peak486	TFEb.expon_r1_peak_570	TFEb.expon_r2_peak_566	1.96079	2.08026
gi|15896971|ref|NC_002754.1|	811599	811600	TFEb.expon.peak487	TFEb.expon_r1_peak_571	TFEb.expon_r2_peak_567	6.20229	6.57678
gi|15896971|ref|NC_002754.1|	813770	813771	TFEb.expon.peak488	TFEb.expon_r1_peak_572b	TFEb.expon_r2_peak_568b	3.33592	3.56558
gi|15896971|ref|NC_002754.1|	814685	814686	TFEb.expon.peak489	TFEb.expon_r1_peak_573	TFEb.expon_r2_peak_569	2.69869	3.38087
gi|15896971|ref|NC_002754.1|	816006	816007	TFEb.expon.peak490	TFEb.expon_r1_peak_574b	TFEb.expon_r2_peak_570	2.36427	2.34253
gi|15896971|ref|NC_002754.1|	816648	816649	TFEb.expon.peak491	TFEb.expon_r1_peak_575a	TFEb.expon_r2_peak_571a	3.61076	3.02653
gi|15896971|ref|NC_002754.1|	817044	817045	TFEb.expon.peak492	TFEb.expon_r1_peak_575b	TFEb.expon_r2_peak_571b	16.98936	16.29532
gi|15896971|ref|NC_002754.1|	820089	820090	TFEb.expon.peak493	TFEb.expon_r1_peak_576a	TFEb.expon_r2_peak_572a	1.82304	1.86972
gi|15896971|ref|NC_002754.1|	820894	820895	TFEb.expon.peak494	TFEb.expon_r1_peak_577	TFEb.expon_r2_peak_573	2.34894	2.7534
gi|15896971|ref|NC_002754.1|	823304	823305	TFEb.expon.peak495	TFEb.expon_r1_peak_578	TFEb.expon_r2_peak_574	3.05216	2.89899
gi|15896971|ref|NC_002754.1|	823824	823825	TFEb.expon.peak496	TFEb.expon_r1_peak_579	TFEb.expon_r2_peak_575	8.41838	7.39616
gi|15896971|ref|NC_002754.1|	826768	826769	TFEb.expon.peak497	TFEb.expon_r1_peak_580b	TFEb.expon_r2_peak_576	14.01107	15.15646
gi|15896971|ref|NC_002754.1|	828174	828175	TFEb.expon.peak498	TFEb.expon_r1_peak_581	TFEb.expon_r2_peak_577	4.99812	5.93985
gi|15896971|ref|NC_002754.1|	829573	829574	TFEb.expon.peak499	TFEb.expon_r1_peak_582	TFEb.expon_r2_peak_578	2.63398	2.68994
gi|15896971|ref|NC_002754.1|	832595	832596	TFEb.expon.peak500	TFEb.expon_r1_peak_583a	TFEb.expon_r2_peak_580a	6.21262	6.46301
gi|15896971|ref|NC_002754.1|	832823	832824	TFEb.expon.peak501	TFEb.expon_r1_peak_583b	TFEb.expon_r2_peak_580b	3.26401	3.11741
gi|15896971|ref|NC_002754.1|	834322	834323	TFEb.expon.peak502	TFEb.expon_r1_peak_584a	TFEb.expon_r2_peak_581a	3.62737	3.95617
gi|15896971|ref|NC_002754.1|	834494	834495	TFEb.expon.peak503	TFEb.expon_r1_peak_584b	TFEb.expon_r2_peak_581b	3.66376	3.77201
gi|15896971|ref|NC_002754.1|	838115	838116	TFEb.expon.peak504	TFEb.expon_r1_peak_587	TFEb.expon_r2_peak_584	2.18328	2.4585
gi|15896971|ref|NC_002754.1|	840283	840284	TFEb.expon.peak505	TFEb.expon_r1_peak_589	TFEb.expon_r2_peak_586	2.25964	2.35533
gi|15896971|ref|NC_002754.1|	842512	842513	TFEb.expon.peak506	TFEb.expon_r1_peak_590b	TFEb.expon_r2_peak_587b	2.11374	2.16121
gi|15896971|ref|NC_002754.1|	846832	846833	TFEb.expon.peak507	TFEb.expon_r1_peak_593	TFEb.expon_r2_peak_590	2.66817	3.07239
gi|15896971|ref|NC_002754.1|	847485	847486	TFEb.expon.peak508	TFEb.expon_r1_peak_594	TFEb.expon_r2_peak_591	2.88632	3.13789
gi|15896971|ref|NC_002754.1|	851276	851277	TFEb.expon.peak509	TFEb.expon_r1_peak_596	TFEb.expon_r2_peak_593	10.02214	9.62062
gi|15896971|ref|NC_002754.1|	852509	852510	TFEb.expon.peak510	TFEb.expon_r1_peak_597	TFEb.expon_r2_peak_594	5.33378	5.18042
gi|15896971|ref|NC_002754.1|	860993	860994	TFEb.expon.peak511	TFEb.expon_r1_peak_598	TFEb.expon_r2_peak_595	3.75647	3.1224
gi|15896971|ref|NC_002754.1|	862351	862352	TFEb.expon.peak512	TFEb.expon_r1_peak_599	TFEb.expon_r2_peak_596	3.31887	3.72419
gi|15896971|ref|NC_002754.1|	863629	863630	TFEb.expon.peak513	TFEb.expon_r1_peak_600	TFEb.expon_r2_peak_597	3.49697	3.73755
gi|15896971|ref|NC_002754.1|	867273	867274	TFEb.expon.peak514	TFEb.expon_r1_peak_603	TFEb.expon_r2_peak_599	3.97416	4.93795
gi|15896971|ref|NC_002754.1|	868857	868858	TFEb.expon.peak515	TFEb.expon_r1_peak_604	TFEb.expon_r2_peak_600	2.99827	3.64809
gi|15896971|ref|NC_002754.1|	869466	869467	TFEb.expon.peak516	TFEb.expon_r1_peak_605	TFEb.expon_r2_peak_601	3.62602	3.54154
gi|15896971|ref|NC_002754.1|	870056	870057	TFEb.expon.peak517	TFEb.expon_r1_peak_606	TFEb.expon_r2_peak_602	4.91099	6.09763
gi|15896971|ref|NC_002754.1|	870696	870697	TFEb.expon.peak518	TFEb.expon_r1_peak_607	TFEb.expon_r2_peak_603	4.64033	4.76181
gi|15896971|ref|NC_002754.1|	871539	871540	TFEb.expon.peak519	TFEb.expon_r1_peak_608a	TFEb.expon_r2_peak_605a	28.45258	28.86063
gi|15896971|ref|NC_002754.1|	881208	881209	TFEb.expon.peak528	TFEb.expon_r1_peak_609	TFEb.expon_r2_peak_606	4.00699	4.57846
gi|15896971|ref|NC_002754.1|	885813	885814	TFEb.expon.peak529	TFEb.expon_r1_peak_610	TFEb.expon_r2_peak_607	15.53638	13.85581
gi|15896971|ref|NC_002754.1|	886891	886892	TFEb.expon.peak530	TFEb.expon_r1_peak_612	TFEb.expon_r2_peak_609	1.8586	1.92288
gi|15896971|ref|NC_002754.1|	887573	887574	TFEb.expon.peak531	TFEb.expon_r1_peak_613	TFEb.expon_r2_peak_610	2.16079	2.14059
gi|15896971|ref|NC_002754.1|	889326	889327	TFEb.expon.peak532	TFEb.expon_r1_peak_614	TFEb.expon_r2_peak_611	2.49432	2.70945
