as.character(peaks$V1)	start	end	peak	peak_rep1	peak_rep2	fold_rep1	fold_rep2
gi|15896971|ref|NC_002754.1|	1361627	1361628	TFB1.expon.peak845	TFB1.expon_r1_peak_845	TFB1.expon_r2_peak_902	7.05984	6.91192
gi|15896971|ref|NC_002754.1|	1362676	1362677	TFB1.expon.peak846	TFB1.expon_r1_peak_846	TFB1.expon_r2_peak_903	4.22507	3.37973
gi|15896971|ref|NC_002754.1|	1366379	1366380	TFB1.expon.peak847	TFB1.expon_r1_peak_847	TFB1.expon_r2_peak_904	3.36249	3.13389
gi|15896971|ref|NC_002754.1|	1367301	1367302	TFB1.expon.peak848	TFB1.expon_r1_peak_848a	TFB1.expon_r2_peak_905a	7.00026	7.62318
gi|15896971|ref|NC_002754.1|	1367601	1367602	TFB1.expon.peak849	TFB1.expon_r1_peak_848b	TFB1.expon_r2_peak_905b	3.29023	3.83713
gi|15896971|ref|NC_002754.1|	1371761	1371762	TFB1.expon.peak850	TFB1.expon_r1_peak_851	TFB1.expon_r2_peak_909	6.64962	7.61884
gi|15896971|ref|NC_002754.1|	1373181	1373182	TFB1.expon.peak851	TFB1.expon_r1_peak_852b	TFB1.expon_r2_peak_910	1.81411	1.9883
gi|15896971|ref|NC_002754.1|	1374682	1374683	TFB1.expon.peak852	TFB1.expon_r1_peak_853	TFB1.expon_r2_peak_911	3.75562	3.41784
gi|15896971|ref|NC_002754.1|	1377016	1377017	TFB1.expon.peak853	TFB1.expon_r1_peak_855a	TFB1.expon_r2_peak_914a	2.15902	2.1749
gi|15896971|ref|NC_002754.1|	1377235	1377236	TFB1.expon.peak854	TFB1.expon_r1_peak_855b	TFB1.expon_r2_peak_914b	2.21609	2.24046
gi|15896971|ref|NC_002754.1|	1379916	1379917	TFB1.expon.peak855	TFB1.expon_r1_peak_856	TFB1.expon_r2_peak_915	3.27155	3.20958
gi|15896971|ref|NC_002754.1|	1381841	1381842	TFB1.expon.peak856	TFB1.expon_r1_peak_857	TFB1.expon_r2_peak_916	3.09826	3.07936
gi|15896971|ref|NC_002754.1|	1386515	1386516	TFB1.expon.peak857	TFB1.expon_r1_peak_859	TFB1.expon_r2_peak_917	2.3442	2.23384
gi|15896971|ref|NC_002754.1|	1388821	1388822	TFB1.expon.peak858	TFB1.expon_r1_peak_860	TFB1.expon_r2_peak_918	2.37616	2.68831
gi|15896971|ref|NC_002754.1|	1396213	1396214	TFB1.expon.peak859	TFB1.expon_r1_peak_861	TFB1.expon_r2_peak_920	3.01242	2.98365
gi|15896971|ref|NC_002754.1|	1399510	1399511	TFB1.expon.peak860	TFB1.expon_r1_peak_862	TFB1.expon_r2_peak_922	3.34033	3.11291
gi|15896971|ref|NC_002754.1|	1402127	1402128	TFB1.expon.peak861	TFB1.expon_r1_peak_864	TFB1.expon_r2_peak_924	2.018	2.03292
gi|15896971|ref|NC_002754.1|	1402971	1402972	TFB1.expon.peak862	TFB1.expon_r1_peak_865	TFB1.expon_r2_peak_925	2.25698	2.17268
gi|15896971|ref|NC_002754.1|	1405976	1405977	TFB1.expon.peak863	TFB1.expon_r1_peak_866	TFB1.expon_r2_peak_926	7.16817	8.15708
gi|15896971|ref|NC_002754.1|	1407823	1407824	TFB1.expon.peak864	TFB1.expon_r1_peak_867	TFB1.expon_r2_peak_927	2.95747	2.9378
gi|15896971|ref|NC_002754.1|	1413991	1413992	TFB1.expon.peak865	TFB1.expon_r1_peak_868	TFB1.expon_r2_peak_929	4.34817	4.08886
gi|15896971|ref|NC_002754.1|	1415220	1415221	TFB1.expon.peak866	TFB1.expon_r1_peak_869a	TFB1.expon_r2_peak_930a	3.13926	3.39906
gi|15896971|ref|NC_002754.1|	1415392	1415393	TFB1.expon.peak867	TFB1.expon_r1_peak_869b	TFB1.expon_r2_peak_930b	2.8124	2.70777
gi|15896971|ref|NC_002754.1|	1416346	1416347	TFB1.expon.peak868	TFB1.expon_r1_peak_870	TFB1.expon_r2_peak_931	2.6215	2.7908
gi|15896971|ref|NC_002754.1|	1428380	1428381	TFB1.expon.peak869	TFB1.expon_r1_peak_871	TFB1.expon_r2_peak_932	2.8124	2.87059
gi|15896971|ref|NC_002754.1|	1429327	1429328	TFB1.expon.peak870	TFB1.expon_r1_peak_872	TFB1.expon_r2_peak_933	2.22935	2.2235
gi|15896971|ref|NC_002754.1|	1433732	1433733	TFB1.expon.peak871	TFB1.expon_r1_peak_874	TFB1.expon_r2_peak_935	9.70027	8.2099
gi|15896971|ref|NC_002754.1|	1434143	1434144	TFB1.expon.peak872	TFB1.expon_r1_peak_875	TFB1.expon_r2_peak_936	3.59334	3.74056
gi|15896971|ref|NC_002754.1|	1434819	1434820	TFB1.expon.peak873	TFB1.expon_r1_peak_876a	TFB1.expon_r2_peak_937a	5.55729	5.16917
gi|15896971|ref|NC_002754.1|	1435091	1435092	TFB1.expon.peak874	TFB1.expon_r1_peak_876b	TFB1.expon_r2_peak_937b	3.1188	2.94446
gi|15896971|ref|NC_002754.1|	1435670	1435671	TFB1.expon.peak875	TFB1.expon_r1_peak_877	TFB1.expon_r2_peak_938	3.97252	3.29058
gi|15896971|ref|NC_002754.1|	1436578	1436579	TFB1.expon.peak876	TFB1.expon_r1_peak_878	TFB1.expon_r2_peak_939	7.29022	7.18521
gi|15896971|ref|NC_002754.1|	1437152	1437153	TFB1.expon.peak877	TFB1.expon_r1_peak_879	TFB1.expon_r2_peak_940	4.06929	4.89171
gi|15896971|ref|NC_002754.1|	1439658	1439659	TFB1.expon.peak878	TFB1.expon_r1_peak_881	TFB1.expon_r2_peak_942	2.45603	2.35056
gi|15896971|ref|NC_002754.1|	1445397	1445398	TFB1.expon.peak879	TFB1.expon_r1_peak_883	TFB1.expon_r2_peak_945	4.90631	4.85232
gi|15896971|ref|NC_002754.1|	1447789	1447790	TFB1.expon.peak880	TFB1.expon_r1_peak_884	TFB1.expon_r2_peak_946	2.86588	2.98585
gi|15896971|ref|NC_002754.1|	1450701	1450702	TFB1.expon.peak881	TFB1.expon_r1_peak_885	TFB1.expon_r2_peak_947	5.70565	6.28934
gi|15896971|ref|NC_002754.1|	1451411	1451412	TFB1.expon.peak882	TFB1.expon_r1_peak_886	TFB1.expon_r2_peak_948	3.1065	3.62405
gi|15896971|ref|NC_002754.1|	1452334	1452335	TFB1.expon.peak883	TFB1.expon_r1_peak_887	TFB1.expon_r2_peak_949	2.73895	2.46491
gi|15896971|ref|NC_002754.1|	1455726	1455727	TFB1.expon.peak884	TFB1.expon_r1_peak_888	TFB1.expon_r2_peak_950	2.80796	2.45421
gi|15896971|ref|NC_002754.1|	1456893	1456894	TFB1.expon.peak885	TFB1.expon_r1_peak_889b	TFB1.expon_r2_peak_951	5.63343	5.51429
gi|15896971|ref|NC_002754.1|	1457461	1457462	TFB1.expon.peak886	TFB1.expon_r1_peak_890	TFB1.expon_r2_peak_952b	3.72	4.15789
gi|15896971|ref|NC_002754.1|	1457820	1457821	TFB1.expon.peak887	TFB1.expon_r1_peak_891	TFB1.expon_r2_peak_953	10.74788	11.26613
gi|15896971|ref|NC_002754.1|	1458431	1458432	TFB1.expon.peak888	TFB1.expon_r1_peak_892a	TFB1.expon_r2_peak_954	3.73756	3.9137
gi|15896971|ref|NC_002754.1|	1458847	1458848	TFB1.expon.peak889	TFB1.expon_r1_peak_892c	TFB1.expon_r2_peak_955a	2.3307	2.34423
gi|15896971|ref|NC_002754.1|	1459309	1459310	TFB1.expon.peak890	TFB1.expon_r1_peak_892e	TFB1.expon_r2_peak_955c	2.77102	2.95993
gi|15896971|ref|NC_002754.1|	1459691	1459692	TFB1.expon.peak891	TFB1.expon_r1_peak_893	TFB1.expon_r2_peak_956	2.7372	2.49184
gi|15896971|ref|NC_002754.1|	1461446	1461447	TFB1.expon.peak892	TFB1.expon_r1_peak_894	TFB1.expon_r2_peak_957	2.12172	2.43239
gi|15896971|ref|NC_002754.1|	1463153	1463154	TFB1.expon.peak893	TFB1.expon_r1_peak_895	TFB1.expon_r2_peak_958	6.25154	6.34618
gi|15896971|ref|NC_002754.1|	1466646	1466647	TFB1.expon.peak894	TFB1.expon_r1_peak_896	TFB1.expon_r2_peak_959	3.16487	2.94773
gi|15896971|ref|NC_002754.1|	1468006	1468007	TFB1.expon.peak895	TFB1.expon_r1_peak_897	TFB1.expon_r2_peak_960	4.50401	4.84089
gi|15896971|ref|NC_002754.1|	1469330	1469331	TFB1.expon.peak896	TFB1.expon_r1_peak_898	TFB1.expon_r2_peak_962	2.13524	2.33973
gi|15896971|ref|NC_002754.1|	1472117	1472118	TFB1.expon.peak897	TFB1.expon_r1_peak_901	TFB1.expon_r2_peak_966	2.84193	3.3492
gi|15896971|ref|NC_002754.1|	1472631	1472632	TFB1.expon.peak898	TFB1.expon_r1_peak_902	TFB1.expon_r2_peak_967	2.16504	2.52125
gi|15896971|ref|NC_002754.1|	1473541	1473542	TFB1.expon.peak899	TFB1.expon_r1_peak_903	TFB1.expon_r2_peak_968	8.74213	9.00156
gi|15896971|ref|NC_002754.1|	1474691	1474692	TFB1.expon.peak900	TFB1.expon_r1_peak_904	TFB1.expon_r2_peak_969	2.65703	3.44591
gi|15896971|ref|NC_002754.1|	1477422	1477423	TFB1.expon.peak901	TFB1.expon_r1_peak_905b	TFB1.expon_r2_peak_970	3.2728	3.19838
gi|15896971|ref|NC_002754.1|	1479027	1479028	TFB1.expon.peak902	TFB1.expon_r1_peak_906	TFB1.expon_r2_peak_972	2.14865	2.23621
gi|15896971|ref|NC_002754.1|	1484486	1484487	TFB1.expon.peak903	TFB1.expon_r1_peak_907	TFB1.expon_r2_peak_973	2.69032	2.73628
gi|15896971|ref|NC_002754.1|	1486416	1486417	TFB1.expon.peak904	TFB1.expon_r1_peak_908	TFB1.expon_r2_peak_975	11.7501	13.23824
gi|15896971|ref|NC_002754.1|	1487157	1487158	TFB1.expon.peak905	TFB1.expon_r1_peak_909a	TFB1.expon_r2_peak_976a	2.67746	3.30492
gi|15896971|ref|NC_002754.1|	1487390	1487391	TFB1.expon.peak906	TFB1.expon_r1_peak_909b	TFB1.expon_r2_peak_976b	7.43764	7.44902
gi|15896971|ref|NC_002754.1|	1487598	1487599	TFB1.expon.peak907	TFB1.expon_r1_peak_909c	TFB1.expon_r2_peak_976c	2.83364	2.55358
gi|15896971|ref|NC_002754.1|	1488362	1488363	TFB1.expon.peak908	TFB1.expon_r1_peak_910	TFB1.expon_r2_peak_977	4.24618	3.69912
gi|15896971|ref|NC_002754.1|	1492006	1492007	TFB1.expon.peak909	TFB1.expon_r1_peak_911	TFB1.expon_r2_peak_978	1.72698	1.85713
gi|15896971|ref|NC_002754.1|	1493979	1493980	TFB1.expon.peak910	TFB1.expon_r1_peak_912	TFB1.expon_r2_peak_979	6.9515	6.70863
gi|15896971|ref|NC_002754.1|	1494795	1494796	TFB1.expon.peak911	TFB1.expon_r1_peak_913	TFB1.expon_r2_peak_980	5.48898	4.8663
gi|15896971|ref|NC_002754.1|	1498957	1498958	TFB1.expon.peak912	TFB1.expon_r1_peak_914	TFB1.expon_r2_peak_981	4.06257	4.48513
gi|15896971|ref|NC_002754.1|	1503797	1503798	TFB1.expon.peak913	TFB1.expon_r1_peak_915	TFB1.expon_r2_peak_982	3.58314	3.16052
gi|15896971|ref|NC_002754.1|	1506161	1506162	TFB1.expon.peak914	TFB1.expon_r1_peak_916	TFB1.expon_r2_peak_983	6.34852	6.90779
gi|15896971|ref|NC_002754.1|	1506789	1506790	TFB1.expon.peak915	TFB1.expon_r1_peak_917	TFB1.expon_r2_peak_984	3.28177	2.91656
gi|15896971|ref|NC_002754.1|	1511951	1511952	TFB1.expon.peak916	TFB1.expon_r1_peak_918	TFB1.expon_r2_peak_985	24.94471	20.20183
gi|15896971|ref|NC_002754.1|	1515349	1515350	TFB1.expon.peak917	TFB1.expon_r1_peak_919	TFB1.expon_r2_peak_986	2.33458	2.40589
gi|15896971|ref|NC_002754.1|	1518367	1518368	TFB1.expon.peak918	TFB1.expon_r1_peak_920	TFB1.expon_r2_peak_987	1.95003	2.13456
gi|15896971|ref|NC_002754.1|	1519223	1519224	TFB1.expon.peak919	TFB1.expon_r1_peak_921	TFB1.expon_r2_peak_988	4.46849	3.78096
gi|15896971|ref|NC_002754.1|	1519682	1519683	TFB1.expon.peak920	TFB1.expon_r1_peak_922	TFB1.expon_r2_peak_989	5.32794	5.3295
gi|15896971|ref|NC_002754.1|	1526545	1526546	TFB1.expon.peak921	TFB1.expon_r1_peak_923a	TFB1.expon_r2_peak_990a	4.09868	4.06584
gi|15896971|ref|NC_002754.1|	1526814	1526815	TFB1.expon.peak922	TFB1.expon_r1_peak_923b	TFB1.expon_r2_peak_990b	3.3945	3.71008
gi|15896971|ref|NC_002754.1|	1528083	1528084	TFB1.expon.peak923	TFB1.expon_r1_peak_925	TFB1.expon_r2_peak_992	2.13662	2.17313
gi|15896971|ref|NC_002754.1|	1528460	1528461	TFB1.expon.peak924	TFB1.expon_r1_peak_926	TFB1.expon_r2_peak_993	4.37489	3.85738
gi|15896971|ref|NC_002754.1|	1529714	1529715	TFB1.expon.peak925	TFB1.expon_r1_peak_927	TFB1.expon_r2_peak_994	1.99412	1.99056
gi|15896971|ref|NC_002754.1|	1534387	1534388	TFB1.expon.peak926	TFB1.expon_r1_peak_928a	TFB1.expon_r2_peak_995a	4.22432	4.16748
gi|15896971|ref|NC_002754.1|	1534645	1534646	TFB1.expon.peak927	TFB1.expon_r1_peak_928b	TFB1.expon_r2_peak_995b	2.40143	2.73173
gi|15896971|ref|NC_002754.1|	1539642	1539643	TFB1.expon.peak928	TFB1.expon_r1_peak_929	TFB1.expon_r2_peak_996	4.29729	4.18019
gi|15896971|ref|NC_002754.1|	1541683	1541684	TFB1.expon.peak929	TFB1.expon_r1_peak_930	TFB1.expon_r2_peak_997	2.49171	2.46765
gi|15896971|ref|NC_002754.1|	1542501	1542502	TFB1.expon.peak930	TFB1.expon_r1_peak_931b	TFB1.expon_r2_peak_998b	5.45776	5.3324
gi|15896971|ref|NC_002754.1|	1544551	1544552	TFB1.expon.peak931	TFB1.expon_r1_peak_932	TFB1.expon_r2_peak_1000	6.88046	7.81403
gi|15896971|ref|NC_002754.1|	1544977	1544978	TFB1.expon.peak932	TFB1.expon_r1_peak_933a	TFB1.expon_r2_peak_1001a	1.44447	1.34681
gi|15896971|ref|NC_002754.1|	1545151	1545152	TFB1.expon.peak933	TFB1.expon_r1_peak_933b	TFB1.expon_r2_peak_1001b	1.69096	1.70526
gi|15896971|ref|NC_002754.1|	1545764	1545765	TFB1.expon.peak934	TFB1.expon_r1_peak_934	TFB1.expon_r2_peak_1002	1.78753	1.71527
gi|15896971|ref|NC_002754.1|	1550999	1551000	TFB1.expon.peak935	TFB1.expon_r1_peak_936	TFB1.expon_r2_peak_1004	2.60206	2.35308
gi|15896971|ref|NC_002754.1|	1575300	1575301	TFB1.expon.peak936	TFB1.expon_r1_peak_937	TFB1.expon_r2_peak_1005	31.45329	32.29799
gi|15896971|ref|NC_002754.1|	1575654	1575655	TFB1.expon.peak937	TFB1.expon_r1_peak_938	TFB1.expon_r2_peak_1006	2.66613	2.74399
gi|15896971|ref|NC_002754.1|	1576728	1576729	TFB1.expon.peak938	TFB1.expon_r1_peak_939b	TFB1.expon_r2_peak_1007b	4.76296	4.879
gi|15896971|ref|NC_002754.1|	1577144	1577145	TFB1.expon.peak939	TFB1.expon_r1_peak_940	TFB1.expon_r2_peak_1008	3.97359	3.95585
gi|15896971|ref|NC_002754.1|	1578137	1578138	TFB1.expon.peak940	TFB1.expon_r1_peak_941a	TFB1.expon_r2_peak_1009a	1.62503	1.60092
gi|15896971|ref|NC_002754.1|	1578360	1578361	TFB1.expon.peak941	TFB1.expon_r1_peak_941b	TFB1.expon_r2_peak_1009b	2.2639	2.43882
gi|15896971|ref|NC_002754.1|	1578616	1578617	TFB1.expon.peak942	TFB1.expon_r1_peak_941c	TFB1.expon_r2_peak_1009c	4.10678	4.25843
gi|15896971|ref|NC_002754.1|	1578988	1578989	TFB1.expon.peak943	TFB1.expon_r1_peak_942	TFB1.expon_r2_peak_1010	2.78373	3.22726
gi|15896971|ref|NC_002754.1|	1581068	1581069	TFB1.expon.peak944	TFB1.expon_r1_peak_943	TFB1.expon_r2_peak_1011	5.41675	5.39994
gi|15896971|ref|NC_002754.1|	1582379	1582380	TFB1.expon.peak945	TFB1.expon_r1_peak_944	TFB1.expon_r2_peak_1012	2.59234	2.88125
gi|15896971|ref|NC_002754.1|	1586240	1586241	TFB1.expon.peak946	TFB1.expon_r1_peak_945	TFB1.expon_r2_peak_1013	2.74449	2.73173
gi|15896971|ref|NC_002754.1|	1587093	1587094	TFB1.expon.peak947	TFB1.expon_r1_peak_946	TFB1.expon_r2_peak_1014	6.57233	5.8052
gi|15896971|ref|NC_002754.1|	1588223	1588224	TFB1.expon.peak948	TFB1.expon_r1_peak_947	TFB1.expon_r2_peak_1015a	5.0422	5.30408
gi|15896971|ref|NC_002754.1|	1588984	1588985	TFB1.expon.peak949	TFB1.expon_r1_peak_948	TFB1.expon_r2_peak_1016	5.40451	5.18394
gi|15896971|ref|NC_002754.1|	1590988	1590989	TFB1.expon.peak950	TFB1.expon_r1_peak_950	TFB1.expon_r2_peak_1018	2.91256	2.57651
gi|15896971|ref|NC_002754.1|	1591442	1591443	TFB1.expon.peak951	TFB1.expon_r1_peak_951	TFB1.expon_r2_peak_1019	5.7358	5.91375
gi|15896971|ref|NC_002754.1|	1593177	1593178	TFB1.expon.peak952	TFB1.expon_r1_peak_952	TFB1.expon_r2_peak_1020	5.60686	6.33868
gi|15896971|ref|NC_002754.1|	1594538	1594539	TFB1.expon.peak953	TFB1.expon_r1_peak_954	TFB1.expon_r2_peak_1022	2.83716	3.04159
gi|15896971|ref|NC_002754.1|	1595471	1595472	TFB1.expon.peak954	TFB1.expon_r1_peak_955	TFB1.expon_r2_peak_1023	18.16418	13.12503
gi|15896971|ref|NC_002754.1|	1606749	1606750	TFB1.expon.peak955	TFB1.expon_r1_peak_957	TFB1.expon_r2_peak_1027	3.55988	3.76999
gi|15896971|ref|NC_002754.1|	1607191	1607192	TFB1.expon.peak956	TFB1.expon_r1_peak_958	TFB1.expon_r2_peak_1028	6.90298	6.31475
gi|15896971|ref|NC_002754.1|	1611929	1611930	TFB1.expon.peak957	TFB1.expon_r1_peak_959	TFB1.expon_r2_peak_1029	4.63955	4.44142
gi|15896971|ref|NC_002754.1|	1613360	1613361	TFB1.expon.peak958	TFB1.expon_r1_peak_960	TFB1.expon_r2_peak_1030	2.10445	2.37032
gi|15896971|ref|NC_002754.1|	1617597	1617598	TFB1.expon.peak959	TFB1.expon_r1_peak_961	TFB1.expon_r2_peak_1033	1.76653	1.85063
gi|15896971|ref|NC_002754.1|	1618387	1618388	TFB1.expon.peak960	TFB1.expon_r1_peak_962	TFB1.expon_r2_peak_1034	2.82116	2.51272
gi|15896971|ref|NC_002754.1|	1620277	1620278	TFB1.expon.peak961	TFB1.expon_r1_peak_964	TFB1.expon_r2_peak_1035	11.26015	12.53178
gi|15896971|ref|NC_002754.1|	1621055	1621056	TFB1.expon.peak962	TFB1.expon_r1_peak_965b	TFB1.expon_r2_peak_1036b	2.09054	2.21757
gi|15896971|ref|NC_002754.1|	1621268	1621269	TFB1.expon.peak963	TFB1.expon_r1_peak_965c	TFB1.expon_r2_peak_1036c	2.61298	3.18686
gi|15896971|ref|NC_002754.1|	1621723	1621724	TFB1.expon.peak964	TFB1.expon_r1_peak_966	TFB1.expon_r2_peak_1037	1.91276	2.10476
gi|15896971|ref|NC_002754.1|	1632833	1632834	TFB1.expon.peak965	TFB1.expon_r1_peak_968a	TFB1.expon_r2_peak_1038a	4.45211	4.28965
gi|15896971|ref|NC_002754.1|	1633034	1633035	TFB1.expon.peak966	TFB1.expon_r1_peak_968b	TFB1.expon_r2_peak_1038b	6.33471	7.42046
gi|15896971|ref|NC_002754.1|	1635646	1635647	TFB1.expon.peak967	TFB1.expon_r1_peak_969	TFB1.expon_r2_peak_1039	2.22964	2.3728
gi|15896971|ref|NC_002754.1|	1637694	1637695	TFB1.expon.peak968	TFB1.expon_r1_peak_970	TFB1.expon_r2_peak_1040a	2.57787	2.42533
gi|15896971|ref|NC_002754.1|	1638989	1638990	TFB1.expon.peak969	TFB1.expon_r1_peak_971b	TFB1.expon_r2_peak_1041b	1.83794	1.87028
gi|15896971|ref|NC_002754.1|	1639638	1639639	TFB1.expon.peak970	TFB1.expon_r1_peak_972a	TFB1.expon_r2_peak_1042a	3.72426	3.51968
gi|15896971|ref|NC_002754.1|	1640464	1640465	TFB1.expon.peak971	TFB1.expon_r1_peak_973	TFB1.expon_r2_peak_1043	6.44092	6.82101
gi|15896971|ref|NC_002754.1|	1642863	1642864	TFB1.expon.peak972	TFB1.expon_r1_peak_974	TFB1.expon_r2_peak_1045	2.78502	2.83865
gi|15896971|ref|NC_002754.1|	1643584	1643585	TFB1.expon.peak973	TFB1.expon_r1_peak_975	TFB1.expon_r2_peak_1046	4.09123	4.20773
gi|15896971|ref|NC_002754.1|	1646838	1646839	TFB1.expon.peak974	TFB1.expon_r1_peak_976	TFB1.expon_r2_peak_1047	3.05915	3.38444
gi|15896971|ref|NC_002754.1|	1647894	1647895	TFB1.expon.peak975	TFB1.expon_r1_peak_977	TFB1.expon_r2_peak_1048	1.7564	1.66148
gi|15896971|ref|NC_002754.1|	1649782	1649783	TFB1.expon.peak976	TFB1.expon_r1_peak_979	TFB1.expon_r2_peak_1050	14.46367	13.65199
gi|15896971|ref|NC_002754.1|	1650265	1650266	TFB1.expon.peak977	TFB1.expon_r1_peak_980	TFB1.expon_r2_peak_1051	3.75237	3.54734
gi|15896971|ref|NC_002754.1|	1651280	1651281	TFB1.expon.peak978	TFB1.expon_r1_peak_981	TFB1.expon_r2_peak_1052	2.16388	2.32585
gi|15896971|ref|NC_002754.1|	1653670	1653671	TFB1.expon.peak979	TFB1.expon_r1_peak_982	TFB1.expon_r2_peak_1053	4.9353	5.7722
gi|15896971|ref|NC_002754.1|	1654284	1654285	TFB1.expon.peak980	TFB1.expon_r1_peak_983	TFB1.expon_r2_peak_1054	3.26632	3.36941
gi|15896971|ref|NC_002754.1|	1656919	1656920	TFB1.expon.peak981	TFB1.expon_r1_peak_985	TFB1.expon_r2_peak_1056	5.21814	6.56887
gi|15896971|ref|NC_002754.1|	1657831	1657832	TFB1.expon.peak982	TFB1.expon_r1_peak_986	TFB1.expon_r2_peak_1057	5.80548	5.50551
gi|15896971|ref|NC_002754.1|	1660005	1660006	TFB1.expon.peak983	TFB1.expon_r1_peak_987	TFB1.expon_r2_peak_1058	5.03741	5.57637
gi|15896971|ref|NC_002754.1|	1662153	1662154	TFB1.expon.peak984	TFB1.expon_r1_peak_988	TFB1.expon_r2_peak_1059	4.1678	4.33275
gi|15896971|ref|NC_002754.1|	1664838	1664839	TFB1.expon.peak985	TFB1.expon_r1_peak_989	TFB1.expon_r2_peak_1060	2.85244	3.23996
gi|15896971|ref|NC_002754.1|	1670678	1670679	TFB1.expon.peak986	TFB1.expon_r1_peak_990	TFB1.expon_r2_peak_1063	4.80286	5.38723
gi|15896971|ref|NC_002754.1|	1675587	1675588	TFB1.expon.peak987	TFB1.expon_r1_peak_991	TFB1.expon_r2_peak_1064	4.07866	4.26603
gi|15896971|ref|NC_002754.1|	1677323	1677324	TFB1.expon.peak988	TFB1.expon_r1_peak_992a	TFB1.expon_r2_peak_1065a	1.80949	1.73595
gi|15896971|ref|NC_002754.1|	1677507	1677508	TFB1.expon.peak989	TFB1.expon_r1_peak_992b	TFB1.expon_r2_peak_1065b	3.59041	3.55503
gi|15896971|ref|NC_002754.1|	1681738	1681739	TFB1.expon.peak990	TFB1.expon_r1_peak_994	TFB1.expon_r2_peak_1068	6.26284	6.84528
gi|15896971|ref|NC_002754.1|	1682668	1682669	TFB1.expon.peak991	TFB1.expon_r1_peak_995a	TFB1.expon_r2_peak_1069a	3.3756	3.48353
gi|15896971|ref|NC_002754.1|	1685275	1685276	TFB1.expon.peak992	TFB1.expon_r1_peak_997	TFB1.expon_r2_peak_1071	2.68107	2.9477
gi|15896971|ref|NC_002754.1|	1687820	1687821	TFB1.expon.peak993	TFB1.expon_r1_peak_998	TFB1.expon_r2_peak_1072	2.73709	2.77721
gi|15896971|ref|NC_002754.1|	1689481	1689482	TFB1.expon.peak994	TFB1.expon_r1_peak_999	TFB1.expon_r2_peak_1073	6.00139	5.47631
gi|15896971|ref|NC_002754.1|	1690212	1690213	TFB1.expon.peak995	TFB1.expon_r1_peak_1000	TFB1.expon_r2_peak_1074	5.32832	5.84195
gi|15896971|ref|NC_002754.1|	1691282	1691283	TFB1.expon.peak996	TFB1.expon_r1_peak_1001c	TFB1.expon_r2_peak_1075c	2.65685	2.89217
gi|15896971|ref|NC_002754.1|	1692730	1692731	TFB1.expon.peak997	TFB1.expon_r1_peak_1002	TFB1.expon_r2_peak_1076	3.96501	3.86624
gi|15896971|ref|NC_002754.1|	1695525	1695526	TFB1.expon.peak998	TFB1.expon_r1_peak_1005	TFB1.expon_r2_peak_1079	4.91853	4.71924
gi|15896971|ref|NC_002754.1|	1697067	1697068	TFB1.expon.peak999	TFB1.expon_r1_peak_1006	TFB1.expon_r2_peak_1080	10.94097	11.32817
gi|15896971|ref|NC_002754.1|	1702523	1702524	TFB1.expon.peak1000	TFB1.expon_r1_peak_1008	TFB1.expon_r2_peak_1083	2.80883	3.06715
gi|15896971|ref|NC_002754.1|	1702985	1702986	TFB1.expon.peak1001	TFB1.expon_r1_peak_1009	TFB1.expon_r2_peak_1084	3.67228	3.55589
gi|15896971|ref|NC_002754.1|	1705133	1705134	TFB1.expon.peak1002	TFB1.expon_r1_peak_1010	TFB1.expon_r2_peak_1085a	9.95901	9.01339
gi|15896971|ref|NC_002754.1|	1706458	1706459	TFB1.expon.peak1003	TFB1.expon_r1_peak_1011	TFB1.expon_r2_peak_1086	3.46689	3.30923
gi|15896971|ref|NC_002754.1|	1706921	1706922	TFB1.expon.peak1004	TFB1.expon_r1_peak_1012	TFB1.expon_r2_peak_1087	2.20179	2.06691
gi|15896971|ref|NC_002754.1|	1710770	1710771	TFB1.expon.peak1005	TFB1.expon_r1_peak_1013	TFB1.expon_r2_peak_1088	2.34573	2.26196
gi|15896971|ref|NC_002754.1|	1713340	1713341	TFB1.expon.peak1006	TFB1.expon_r1_peak_1014	TFB1.expon_r2_peak_1089	3.95423	3.81172
gi|15896971|ref|NC_002754.1|	1714065	1714066	TFB1.expon.peak1007	TFB1.expon_r1_peak_1015	TFB1.expon_r2_peak_1090	2.74454	2.86049
gi|15896971|ref|NC_002754.1|	1714468	1714469	TFB1.expon.peak1008	TFB1.expon_r1_peak_1016	TFB1.expon_r2_peak_1091a	6.30293	7.3099
gi|15896971|ref|NC_002754.1|	1715738	1715739	TFB1.expon.peak1009	TFB1.expon_r1_peak_1017	TFB1.expon_r2_peak_1092	34.04824	36.62152
gi|15896971|ref|NC_002754.1|	1717437	1717438	TFB1.expon.peak1010	TFB1.expon_r1_peak_1018	TFB1.expon_r2_peak_1093	3.01593	3.94332
gi|15896971|ref|NC_002754.1|	1718466	1718467	TFB1.expon.peak1011	TFB1.expon_r1_peak_1020	TFB1.expon_r2_peak_1095	6.46029	6.52243
gi|15896971|ref|NC_002754.1|	1724448	1724449	TFB1.expon.peak1012	TFB1.expon_r1_peak_1022	TFB1.expon_r2_peak_1098	2.6072	3.05853
gi|15896971|ref|NC_002754.1|	1727042	1727043	TFB1.expon.peak1013	TFB1.expon_r1_peak_1023	TFB1.expon_r2_peak_1099	5.81933	5.55289
