GeneBeg	GeneEnd	Strand	OpensOperon	operon_ID	Locus	Protein.accession	primTSS
919947	920393	-	1	698	SSO1061	NP_342534	920401
920502	921533	+	1	699	SSO1062	NP_342535	NA
921818	922732	-	1	700	SSO1063	NP_342536	922714
922767	923243	+	1	701	SSO1064	NP_342537	922767
923215	924312	+	0	701	SSO1065	NP_342538	NA
924309	924665	+	0	701	SSO1066	NP_342539	NA
924674	925195	-	1	702	SSO1067	NP_342540	925195
925269	925568	+	1	703	SSO1068	NP_342541	NA
925904	927847	+	1	704	SSO1069	NP_342542	925904
928014	928697	-	1	705	SSO1070	NP_342543	928697
929426	930694	-	0	706	SSO1072	NP_342544	NA
930672	931112	-	1	706	SSO1073	NP_342545	931254
932640	933317	+	1	707	SSO1074	NP_342546	932622
933302	933703	+	1	708	SSO1075	NP_342547	933329
933741	934313	+	1	709	SSO1076	NP_342548	NA
934340	935656	-	1	710	SSO1077	NP_342549	NA
935746	936423	+	1	711	SSO1078	NP_342550	NA
936420	938927	+	0	711	SSO1079	NP_342551	NA
938924	940120	+	0	711	SSO1080	NP_342552	NA
940121	940585	-	1	712	SSO1082	NP_342553	940586
940676	941482	+	1	713	SSO1083	NP_342554	940721
941457	942194	-	1	714	SSO1085	NP_342555	942194
942230	942550	+	1	715	SSO1086	NP_342556	942229
942577	943503	-	0	716	SSO1087	NP_342557	NA
943500	944810	-	1	716	SSO1089	NP_342558	NA
944625	945254	+	1	717	SSO1088	NP_342559	944625
945251	946060	+	0	717	SSO1090	NP_342560	NA
946071	947213	+	0	717	SSO1091	NP_342561	NA
947203	947754	-	1	718	SSO1092	NP_342562	947754
948084	949358	-	0	719	SSO1093	NP_342563	NA
949342	951909	-	1	719	SSO1095	NP_342564	951909
951999	952727	+	1	720	SSO1096	NP_342565	NA
952759	953226	+	1	721	SSO1098	NP_342566	952761
953584	953883	+	1	722	SSO1100	NP_342567	953584
954091	954474	-	1	723	SSO1101	NP_342568	954486
954677	954997	+	1	724	SSO1102	NP_342569	NA
955002	956138	+	1	725	SSO1103	NP_342570	NA
956119	956466	-	0	726	SSO1104	NP_342571	NA
956435	956857	-	1	726	SSO1105	NP_342572	956857
956910	957404	+	1	727	SSO1106	NP_342573	NA
957454	957804	+	1	728	SSO1107	NP_342574	957454
957883	958260	+	1	729	SSO1108	NP_342575	957883
958388	958753	+	1	730	SSO1109	NP_342576	958483
958736	959071	-	1	731	SSO1110	NP_342577	959071
959104	959568	-	1	732	SSO1111	NP_342578	959568
959676	960710	+	1	733	SSO1112	NP_342579	NA
960707	961612	+	0	733	SSO1114	NP_342580	NA
961609	962664	+	0	733	SSO1115	NP_342581	NA
962667	963506	+	0	733	SSO1116	NP_342582	NA
963442	964488	+	0	733	SSO1117	NP_342583	NA
964453	965712	-	1	734	SSO1119	NP_342584	965725
965645	966097	+	1	735	SSO1118	NP_342585	NA
966101	966616	-	0	736	SSO1120	NP_342586	NA
966613	966981	-	0	736	SSO1121	NP_342587	NA
966944	968284	-	0	736	SSO1123	NP_342588	NA
968295	968696	-	1	736	SSO1125	NP_342589	NA
968854	969285	+	1	737	SSO1126	NP_342590	968845
969297	969539	+	0	737	SSO7239	NP_342591	NA
969608	970450	+	1	738	SSO1127	NP_342592	969598
970658	971971	+	1	739	SSO1129	NP_342593	970650
972029	973135	+	1	740	SSO1131	NP_342594	NA
973251	973862	+	0	740	SSO1133	NP_342595	NA
973849	974541	+	0	740	SSO1134	NP_342596	NA
974538	975455	+	0	740	SSO1135	NP_342597	NA
975477	976139	+	0	740	SSO1136	NP_342598	NA
976191	976706	+	1	741	SSO1137	NP_342599	976188
976832	978007	+	1	742	SSO1138	NP_342600	NA
977985	979136	-	1	743	SSO1140	NP_342601	NA
979183	982992	-	1	744	SSO1141	NP_342602	NA
983163	984278	-	1	745	SSO1142	NP_342603	NA
984427	985140	-	0	746	SSO1143	NP_342604	NA
985130	985957	-	1	746	SSO1144	NP_342605	985958
986048	987337	+	1	747	SSO1145	NP_342606	986054
987576	988091	+	1	748	SSO1146	NP_342607	NA
988135	988437	+	1	749	SSO1147	NP_342608	NA
988438	989463	-	1	750	SSO1148	NP_342609	989464
989495	989941	-	1	751	SSO1149	NP_342610	989908
990748	991818	+	1	752	SSO1150	NP_342611	990750
991959	993335	+	1	753	SSO1151	NP_342612	991959
993328	994557	+	1	754	SSO1152	NP_342613	NA
994637	995728	+	1	755	SSO1153	NP_342614	994637
995700	996191	+	1	756	SSO1154	NP_342615	995757
996526	997824	+	1	757	SSO1155	NP_342616	996525
997810	998610	-	0	758	SSO1156	NP_342617	NA
998656	999297	-	1	758	SSO1157	NP_342618	999297
999552	1000148	-	1	759	SSO1159	NP_342619	1000148
1000636	1001082	-	0	760	SSO1160	NP_342620	NA
1001045	1001473	-	1	760	SSO1161	NP_342621	NA
1002143	1003558	+	1	761	SSO1162	NP_342622	NA
1003829	1004641	-	1	762	SSO1163	NP_342623	NA
1004866	1005948	+	1	763	SSO1164	NP_342624	1004866
1005978	1006955	-	0	764	SSO1167	NP_342625	NA
1006952	1008058	-	0	764	SSO1168	NP_342626	NA
1008055	1008945	-	0	764	SSO1169	NP_342627	NA
1008947	1009840	-	1	764	SSO1170	NP_342628	NA
1009834	1011405	-	1	765	SSO1171	NP_342629	1011419
1011604	1014312	+	1	766	SSO1172	NP_342630	NA
1014320	1015573	-	0	767	SSO1173	NP_342631	NA
1015610	1016533	-	1	767	SSO1174	NP_342632	NA
1016716	1018521	+	1	768	SSO1175	NP_342633	1016708
1018510	1018917	-	1	769	SSO1176	NP_342634	NA
1018989	1020059	+	1	770	SSO1177	NP_342635	1018988
1021402	1021932	-	1	771	SSO1178	NP_342636	1021932
1022010	1022279	-	1	772	SSO7348	NP_342637	NA
1022567	1023256	-	0	773	SSO1180	NP_342638	NA
1023274	1023528	-	1	773	SSO7351	NP_342639	NA
1023932	1024519	+	1	774	SSO1181	NP_342640	1023931
1024488	1025756	+	0	774	SSO1182	NP_342641	NA
1025670	1026743	-	1	775	SSO1183	NP_342642	1026743
1027341	1027898	+	1	776	SSO1184	NP_342643	1027339
1027899	1028879	-	1	777	SSO1185	NP_342644	1028880
1028929	1029738	-	1	778	SSO1186	NP_342645	1029738
1030272	1031453	+	1	779	SSO1187	NP_342646	NA
1032029	1033321	+	1	780	SSO1188	NP_342647	1032026
1033728	1034540	-	0	781	SSO1189	NP_342648	NA
1034566	1035201	-	0	781	SSO1190	NP_342649	NA
1035182	1035808	-	0	781	SSO1191	NP_342650	NA
1035783	1036424	-	0	781	SSO1192	NP_342651	NA
1036421	1037674	-	0	781	SSO1193	NP_342652	NA
1037675	1038160	-	1	781	SSO1195	NP_342653	1038160
1038382	1038549	-	1	782	NA	NA	1038588
1038738	1039328	+	1	783	SSO1196	NP_342654	NA
1039799	1040275	+	1	784	SSO1197	NP_342655	NA
1040300	1040428	+	0	784	SSO7389	NP_342656	NA
1040570	1041202	+	1	785	SSO1198	NP_342657	NA
1041182	1042165	-	0	786	SSO1200	NP_342658	NA
1041723	1041878	-	1	786	SSO7399	NP_342659	NA
1042798	1043697	-	1	787	SSO1202	NP_342660	NA
1043804	1044325	+	1	788	SSO1203	NP_342661	NA
1044350	1044694	+	1	789	SSO1204	NP_342662	NA
1044711	1045613	-	1	790	SSO1206	NP_342663	NA
1045601	1046758	-	0	791	SSO1207	NP_342664	NA
1046762	1047028	-	0	791	SSO7412	NP_342665	NA
1047021	1047593	-	1	791	SSO1208	NP_342666	1047577
1047747	1049813	+	1	792	SSO1209	NP_342667	1047693
1050458	1050913	-	1	793	SSO1210	NP_342668	1050781
1050958	1051857	-	1	794	SSO1212	NP_342669	NA
1051991	1052479	-	1	795	SSO1213	NP_342670	NA
1053475	1054089	+	1	796	SSO1214	NP_342671	1053467
1054107	1054868	-	1	797	SSO1215	NP_342672	NA
1055184	1056452	-	0	798	SSO1216	NP_342673	NA
1056421	1057008	-	1	798	SSO1217	NP_342674	NA
1057452	1058930	+	1	799	SSO1218	NP_342675	NA
1058964	1059650	-	1	800	SSO1219	NP_342676	1059662
1059884	1060972	+	1	801	SSO1220	NP_342677	NA
1061044	1061850	+	1	802	SSO1221	NP_342678	1061044
1061851	1062744	+	0	802	SSO1222	NP_342679	NA
1062806	1063813	-	1	803	SSO1223	NP_342680	1063829
1063917	1064336	+	1	804	SSO1224	NP_342681	1063917
1064502	1065716	+	1	805	SSO1225	NP_342682	NA
1065792	1066598	+	1	806	SSO1227	NP_342683	1065792
1066732	1067664	+	1	807	SSO1228	NP_342684	NA
1067670	1068104	+	0	807	SSO1229	NP_342685	NA
1068109	1068513	+	0	807	SSO1230	NP_342686	NA
1068491	1068838	+	0	807	SSO1231	NP_342687	NA
1068850	1069980	+	0	807	SSO1233	NP_342688	NA
1069977	1070438	+	0	807	SSO1234	NP_342689	NA
1070594	1070887	-	0	808	SSO7469	NP_342690	NA
1070884	1071342	-	1	808	SSO1237	NP_342691	NA
1071441	1072424	+	1	809	SSO1238	NP_342692	NA
1072414	1072989	+	0	809	SSO1240	NP_342693	NA
1072986	1073279	+	0	809	SSO7475	NP_342694	NA
1073702	1073923	+	1	810	NA	NA	1073702
1073916	1074308	+	1	811	SSO1243	NP_342695	1073852
1074751	1074921	-	0	812	SSO7483	NP_342696	NA
1074996	1075199	-	1	812	SSO7486	NP_342697	NA
1075347	1076399	+	1	813	SSO1245	NP_342698	NA
1076566	1077174	-	1	814	SSO1250	NP_342699	NA
1077608	1077949	-	0	815	SSO1251	NP_342700	NA
1077940	1078293	-	1	815	SSO1252	NP_342701	NA
1078983	1079435	+	1	816	SSO1253	NP_342702	NA
1079407	1080216	-	1	817	SSO1254	NP_342703	1080216
1080247	1080885	-	1	818	SSO1255	NP_342704	1080885
1081711	1083105	+	1	819	SSO1256	NP_342705	1081708
1083623	1084759	-	0	820	SSO1258	NP_342706	NA
1084762	1085925	-	0	820	SSO1259	NP_342707	NA
1085910	1086209	-	1	820	SSO1260	NP_342708	NA
1087403	1087954	-	1	821	SSO1261	NP_342709	1087930
1087960	1088496	-	1	822	SSO1262	NP_342710	NA
1088795	1089388	-	0	823	SSO1263	NP_342711	NA
1089349	1089807	-	1	823	SSO1264	NP_342712	NA
1089847	1090317	-	0	824	SSO1265	NP_342713	NA
1090286	1091146	-	1	824	SSO1266	NP_342714	NA
1091187	1092941	-	1	825	SSO1268	NP_342715	1092941
1092976	1093467	-	0	826	SSO1269	NP_342716	NA
1093458	1094852	-	0	826	SSO1270	NP_342717	NA
1094846	1095298	-	1	826	SSO1271	NP_342718	1095301
1095334	1096341	+	1	827	SSO1272	NP_342719	1095334
1096402	1099122	+	1	828	SSO1273	NP_342720	1096402
1099140	1100186	+	0	828	SSO1274	NP_342721	NA
1100189	1101541	+	0	828	SSO1275	NP_342722	NA
1101531	1102481	+	0	828	SSO1276	NP_342723	NA
1102450	1103427	+	0	828	SSO1277	NP_342724	NA
1103805	1104530	-	0	829	SSO1278	NP_342725	NA
1104508	1104819	-	1	829	SSO1279	NP_342726	NA
1105057	1106022	+	1	830	SSO1280	NP_342727	NA
1106211	1106948	-	0	831	SSO1281	NP_342728	NA
1106938	1107909	-	0	831	SSO1282	NP_342729	NA
1107906	1109516	-	0	831	SSO1283	NP_342730	NA
1109513	1110514	-	1	831	SSO1284	NP_342731	NA
1111161	1111412	+	1	832	SSO7578	NP_342732	NA
1111496	1111933	+	0	832	SSO1285	NP_342733	NA
1112085	1112411	+	1	833	SSO1286	NP_342734	NA
1112517	1113728	+	1	834	SSO1287	NP_342735	NA
1113843	1116323	+	1	835	SSO1288	NP_342736	1113843
1116700	1118058	-	1	836	SSO1289	NP_342737	NA
1118643	1119617	+	1	837	SSO1290	NP_342738	NA
1119607	1120947	-	1	838	SSO1291	NP_342739	1120937
1121211	1121786	-	1	839	SSO1292	NP_342740	1121786
1122730	1123044	+	1	840	SSO1293	NP_342741	NA
1123604	1124347	+	1	841	SSO1294	NP_342742	1123603
1124400	1124699	+	0	841	SSO1296	NP_342743	NA
1124576	1126654	-	0	842	SSO1297	NP_342744	NA
1126665	1127120	-	0	842	SSO1298	NP_342745	NA
1127121	1128389	-	1	842	SSO1299	NP_342746	1128371
1129863	1130912	-	1	843	SSO1300	NP_342747	NA
1131243	1131932	-	0	844	SSO1302	NP_342748	NA
1131950	1132204	-	1	844	SSO7635	NP_342749	NA
1132569	1133720	+	1	845	SSO1303	NP_342750	NA
1133725	1135116	-	1	846	SSO1305	NP_342751	NA
1135219	1135923	-	1	847	SSO1306	NP_342752	NA
1137335	1138072	+	1	848	SSO1307	NP_342753	NA
1138280	1139629	+	1	849	SSO1308	NP_342754	NA
1139614	1140414	+	0	849	SSO1309	NP_342755	NA
1140404	1140805	+	0	849	SSO1310	NP_342756	NA
1140958	1141761	-	0	850	SSO1311	NP_342757	NA
1141772	1142557	-	1	850	SSO1312	NP_342758	NA
1142643	1143347	+	1	851	SSO1313	NP_342759	1142635
1143417	1145006	+	0	851	SSO1314	NP_342760	NA
1145079	1145879	+	1	852	SSO1315	NP_342761	NA
1146469	1147014	+	1	853	SSO1316	NP_342762	NA
1146950	1147540	+	0	853	SSO3256	NP_342763	NA
1147633	1148598	+	1	854	SSO1317	NP_342764	NA
1148854	1149075	+	1	855	SSO7675	NP_342765	NA
1149105	1149938	-	0	856	SSO1318	NP_342766	NA
1149931	1150824	-	1	856	SSO1319	NP_342767	1150832
1150918	1151769	+	1	857	SSO1320	NP_342768	NA
1152137	1152748	+	1	858	SSO1321	NP_342769	NA
1152745	1153746	-	1	859	SSO1322	NP_342770	1153746
1153789	1155090	-	1	860	SSO1324	NP_342771	1155090
1155470	1156642	+	1	861	SSO1325	NP_342772	1155470
1156629	1158419	-	1	862	SSO1327	NP_342773	1158419
1159034	1160713	-	1	863	SSO1328	NP_342774	NA
1160738	1161943	-	1	864	SSO1329	NP_342775	NA
1162424	1162912	+	1	865	SSO1330	NP_342776	NA
1162936	1163484	+	0	865	SSO3257	NP_342777	NA
1164087	1164377	+	1	866	SSO7710	NP_342778	NA
1165248	1167062	+	1	867	SSO1331	NP_342779	NA
1167837	1168136	-	1	868	SSO1332	NP_342780	NA
1168340	1169653	-	1	869	SSO1333	NP_342781	1169663
1170115	1172595	-	1	870	SSO1334	NP_342782	NA
1173070	1173648	+	1	871	SSO1335	NP_342783	1173069
1173626	1174897	+	0	871	SSO1336	NP_342784	NA
1175015	1176085	+	1	872	SSO1338	NP_342785	NA
1176148	1176930	-	1	873	SSO1340	NP_342786	NA
1177035	1178246	+	1	874	SSO1341	NP_342787	NA
1178229	1179092	-	1	875	SSO1342	NP_342788	NA
1179193	1180293	+	1	876	SSO1343	NP_342789	1179193
1180704	1181360	+	1	877	SSO1344	NP_342790	1180706
1181782	1182555	-	1	878	SSO1345	NP_342791	NA
1183991	1184653	+	1	879	SSO1346	NP_342792	1183993
1184788	1185339	-	0	880	SSO1347	NP_342793	NA
1185287	1186006	-	1	880	SSO1348	NP_342794	NA
1186104	1186691	-	1	881	SSO1349	NP_342795	1186692
1187005	1187811	+	1	882	SSO1350	NP_342796	NA
1187882	1189561	+	1	883	SSO1351	NP_342797	NA
1189545	1189979	+	0	883	SSO1352	NP_342798	NA
1189954	1191945	-	1	884	SSO1353	NP_342799	1191945
1192000	1192998	-	1	885	SSO1354	NP_342800	NA
1193091	1194272	+	1	886	SSO1355	NP_342801	1193091
1194295	1194774	+	1	887	SSO1356	NP_342802	NA
1194841	1195527	+	1	888	SSO1357	NP_342803	1194906
1195968	1196498	-	0	889	SSO1359	NP_342804	NA
1196495	1196905	-	0	889	SSO1360	NP_342805	NA
1196929	1198053	-	1	889	SSO1361	NP_342806	NA
1198232	1198675	+	1	890	SSO1362	NP_342807	NA
1198519	1199217	+	0	890	SSO1363	NP_342808	NA
1199398	1200696	-	1	891	SSO1365	NP_342809	NA
1200831	1201349	+	1	892	SSO1366	NP_342810	NA
1201538	1202503	-	1	893	SSO1367	NP_342811	NA
1202740	1203462	+	1	894	SSO1368	NP_342812	NA
1203909	1204946	+	1	895	SSO1369	NP_342813	NA
1204943	1205941	+	0	895	SSO1370	NP_342814	NA
1206340	1206729	-	1	896	SSO1371	NP_342815	NA
1207453	1207842	-	1	897	SSO1372	NP_342816	NA
1208054	1208872	-	1	898	SSO1373	NP_342817	1208872
1209080	1209931	+	1	899	SSO1374	NP_342818	NA
1210170	1212011	+	1	900	SSO1375	NP_342819	NA
1212563	1213678	+	1	901	SSO1376	NP_342820	1212544
1213832	1214791	-	1	902	SSO1377	NP_342821	NA
1214889	1216907	+	1	903	SSO1378	NP_342822	NA
1216914	1219409	+	0	903	SSO1379	NP_342823	NA
1219406	1220197	+	0	903	SSO1380	NP_342824	NA
1221294	1221995	+	1	904	SSO1381	NP_342825	NA
1222322	1223386	-	1	905	SSO1382	NP_342826	1223386
1223837	1224370	+	1	906	SSO1383	NP_342827	1223837
1224793	1225251	+	1	907	SSO1384	NP_342828	1224793
1225212	1225805	+	1	908	SSO1385	NP_342829	NA
1226116	1226862	-	1	909	SSO1386	NP_342830	NA
1226887	1227144	-	1	910	SSO7893	NP_342831	NA
1227357	1227509	-	0	911	SSO7896	NP_342832	NA
1227573	1227869	-	1	911	SSO7898	NP_342833	NA
1227624	1227929	+	1	912	SSO1387	NP_342834	NA
1228221	1231316	+	1	913	SSO1388	NP_342835	1228219
1231762	1232895	-	1	914	SSO1389	NP_342836	NA
1240458	1241333	+	1	915	SSO1391	NP_342837	NA
1241293	1241898	+	0	915	SSO1392	NP_342838	1241340
1242456	1243421	+	1	916	SSO1393	NP_342839	1242456
1243384	1243728	+	0	916	SSO1395	NP_342840	NA
1244179	1245273	+	1	917	SSO1396	NP_342841	NA
1245343	1245876	+	1	918	SSO1397	NP_342842	1245343
1246615	1247103	+	1	919	SSO1398	NP_342843	1246615
1247084	1248040	+	1	920	SSO1399	NP_342844	NA
1248041	1248832	+	0	920	SSO1400	NP_342845	NA
1248817	1249788	+	0	920	SSO1401	NP_342846	NA
1249713	1251431	+	0	920	SSO1402	NP_342847	NA
1251428	1252072	+	0	920	SSO1403	NP_342848	NA
1252229	1252534	-	0	921	SSO1404	NP_342849	NA
1252536	1253594	-	1	921	SSO1405	NP_342850	NA
1253640	1254425	+	1	922	SSO1406	NP_342851	NA
1262048	1262737	-	0	923	SSO1408	NP_342852	NA
1262755	1263009	-	1	923	SSO7986	NP_342853	NA
1263897	1264631	+	1	924	SSO1409	NP_342854	NA
1264838	1265626	+	1	925	SSO1410	NP_342855	NA
1266099	1266701	+	1	926	SSO1412	NP_342856	NA
1266753	1267172	+	1	927	SSO1413	NP_342857	NA
1267334	1267870	+	1	928	SSO1414	NP_342858	NA
1267917	1268147	-	1	929	SSO7998	NP_342859	NA
1268756	1269445	-	0	930	SSO1417	NP_342860	NA
1269463	1269717	-	1	930	SSO8002	NP_342861	NA
1270092	1271321	+	1	931	SSO1418	NP_342862	1270091
1271424	1273034	-	1	932	SSO1419	NP_342863	1273034
1273483	1274442	+	1	933	SSO1420	NP_342864	NA
1275779	1276312	+	1	934	SSO1421	NP_342865	1275711
1276502	1277293	+	1	935	SSO1422	NP_342866	NA
1277305	1277907	+	0	935	SSO1423	NP_342867	NA
1277873	1278292	+	0	935	SSO1424	NP_342868	NA
1278289	1279041	+	0	935	SSO1425	NP_342869	NA
1279025	1279870	+	0	935	SSO1426	NP_342870	NA
1279842	1280669	+	0	935	SSO1427	NP_342871	NA
1280804	1282480	+	1	936	SSO1428	NP_342872	NA
1282426	1283310	+	0	936	SSO1429	NP_342873	NA
1283307	1283927	+	0	936	SSO1430	NP_342874	NA
1283924	1284838	+	0	936	SSO1431	NP_342875	NA
1284840	1285598	+	1	937	SSO1432	NP_342876	NA
1286107	1286691	+	1	938	SSO1433	NP_342877	1286107
1287313	1288251	-	1	939	SSO1435	NP_342878	1288254
1288534	1289445	-	1	940	SSO1436	NP_342879	NA
1289656	1290519	-	1	941	SSO1437	NP_342880	NA
1290519	1291598	-	0	942	SSO1438	NP_342881	NA
1291579	1292313	-	0	942	SSO1439	NP_342882	NA
1292310	1293857	-	1	942	SSO1440	NP_342883	NA
1293799	1294521	-	0	943	SSO1441	NP_342884	NA
1294537	1295502	-	0	943	SSO1442	NP_342885	NA
1295499	1295951	-	1	943	SSO1443	NP_342886	1295951
1296030	1296641	-	1	944	SSO1444	NP_342887	1296641
1299449	1300162	+	1	945	SSO1445	NP_342888	NA
1300681	1301847	-	1	946	SSO1448	NP_342889	NA
1302692	1303219	-	1	947	SSO1449	NP_342890	NA
1303474	1304397	-	0	948	SSO1450	NP_342891	NA
1304394	1305242	-	1	948	SSO1451	NP_342892	NA
1312127	1312546	-	1	949	SSO1456	NP_342893	1312646
1313283	1314542	+	1	950	SSO1457	NP_342894	1313283
1315181	1315756	-	0	951	SSO1458	NP_342895	NA
1315750	1317435	-	1	951	SSO1459	NP_342896	NA
1317363	1317629	-	1	952	SSO8124	NP_342897	1317629
1318063	1320558	+	1	953	SSO1460	NP_342898	NA
1320555	1320905	+	0	953	SSO1461	NP_342899	NA
1321236	1321559	+	1	954	SSO1462	NP_342900	NA
1321632	1322885	-	1	955	SSO1463	NP_342901	NA
1322991	1324553	+	1	956	SSO1464	NP_342902	NA
1324545	1325180	-	1	957	SSO1465	NP_342903	1325180
1325625	1326590	-	1	958	SSO1466	NP_342904	NA
1327716	1328948	-	1	959	SSO1468	NP_342905	1328948
1330173	1331039	-	1	960	SSO1469	NP_342906	1331039
1331704	1332129	-	0	961	SSO1470	NP_342907	NA
1332122	1332589	-	1	961	SSO1471	NP_342908	1332589
1333044	1333433	+	1	962	SSO1472	NP_342909	NA
1333433	1334008	+	0	962	SSO1473	NP_342910	NA
1334725	1335126	+	1	963	SSO1474	NP_342911	1334725
1335113	1336363	+	0	963	SSO1475	NP_342912	NA
1336464	1336907	-	0	964	SSO1478	NP_342913	NA
1336991	1337419	-	1	964	SSO1479	NP_342914	NA
1337632	1338525	-	0	965	SSO1480	NP_342915	NA
1338701	1339660	-	0	965	SSO1481	NP_342916	NA
1339737	1339958	-	1	965	SSO8189	NP_342917	NA
1340387	1340617	+	1	966	NA	NA	1340387
1340550	1340996	+	0	966	SSO1483	NP_342918	NA
1341275	1341523	+	1	967	SSO8193	NP_342919	NA
1341520	1341696	+	0	967	SSO8194	NP_342920	NA
1341626	1341778	+	0	967	SSO8195	NP_342921	NA
1341997	1342947	+	1	968	SSO1484	NP_342922	NA
1343008	1343346	-	1	969	SSO1486	NP_342923	NA
1343471	1344274	+	1	970	SSO1487	NP_342924	NA
1344571	1345083	+	1	971	SSO1489	NP_342925	1344585
1345827	1346141	+	1	972	SSO1490	NP_342926	NA
1346285	1347400	-	1	973	SSO1491	NP_342927	1347400
1347608	1347931	-	1	974	SSO1493	NP_342928	NA
1347993	1348295	-	1	975	SSO1494	NP_342929	1348214
1348773	1349345	+	1	976	SSO1495	NP_342930	NA
1350091	1350417	+	1	977	SSO1496	NP_342931	NA
1350854	1351189	+	1	978	SSO1497	NP_342932	1350711
1351270	1352472	+	0	978	SSO1498	NP_342933	NA
1352555	1355674	-	1	979	SSO1500	NP_342934	1355659
1355907	1356590	+	1	980	SSO1501	NP_342935	1355907
1357488	1358021	+	1	981	SSO1503	NP_342936	1357488
1358059	1359234	-	1	982	SSO1504	NP_342937	NA
1360281	1361546	+	1	983	SSO1505	NP_342938	NA
1361671	1362150	+	1	984	SSO1507	NP_342939	NA
1362107	1362562	-	1	985	SSO1508	NP_342940	NA
1362914	1364008	-	1	986	SSO1509	NP_342941	NA
1364187	1364927	-	0	987	SSO1510	NP_342942	NA
1364918	1366330	-	0	987	SSO1512	NP_342943	NA
1366323	1366796	-	0	987	SSO1513	NP_342944	NA
1366799	1367608	-	1	987	SSO1514	NP_342945	NA
1368467	1368937	-	1	988	SSO1515	NP_342946	1368937
1369373	1370437	+	1	989	SSO1516	NP_342947	NA
1370641	1370931	-	0	990	SSO8276	NP_342948	NA
1370921	1371163	-	1	990	SSO8278	NP_342949	NA
1371297	1371623	-	1	991	SSO1518	NP_342950	NA
1371861	1372685	-	1	992	SSO1519	NP_342951	NA
1373305	1373658	+	1	993	SSO1520	NP_342952	NA
1373676	1374218	+	0	993	SSO1521	NP_342953	NA
1374297	1374578	+	1	994	SSO8288	NP_342954	NA
1374680	1375012	+	1	995	SSO1522	NP_342955	1374680
1374981	1375361	+	1	996	SSO1523	NP_342956	NA
1375603	1376841	+	1	997	SSO1524	NP_342957	1375618
1377377	1378375	+	1	998	SSO1525	NP_342958	1377371
1378387	1379361	+	0	998	SSO1526	NP_342959	NA
1379369	1380388	+	0	998	SSO1527	NP_342960	NA
1380370	1381005	+	1	999	SSO1529	NP_342961	NA
1381020	1381553	+	0	999	SSO1530	NP_342962	NA
1381827	1383182	+	1	1000	SSO1531	NP_342963	1381826
1383858	1384883	-	1	1001	SSO1532	NP_342964	NA
1384983	1386137	+	1	1002	SSO1533	NP_342965	1384975
1386468	1387892	-	1	1003	SSO1535	NP_342966	NA
1388376	1389023	+	1	1004	SSO1536	NP_342967	NA
1389059	1389868	+	1	1005	SSO1537	NP_342968	1389059
1390102	1391334	-	1	1006	SSO1538	NP_342969	1391334
1391826	1393118	+	1	1007	SSO1539	NP_342970	NA
1393123	1393971	+	1	1008	SSO1540	NP_342971	NA
1393968	1394735	+	0	1008	SSO1542	NP_342972	NA
1395998	1397068	-	1	1009	SSO1545	NP_342973	NA
1397547	1398416	+	1	1010	SSO1546	NP_342974	NA
1398676	1399431	+	1	1011	SSO1548	NP_342975	NA
1399795	1400979	-	0	1012	SSO1550	NP_342976	NA
1400951	1401979	-	1	1012	SSO1552	NP_342977	NA
1402589	1403125	-	1	1013	SSO1553	NP_342978	NA
1403475	1403714	+	1	1014	SSO8351	NP_342979	NA
1403746	1404135	+	0	1014	SSO1554	NP_342980	NA
1404132	1404605	+	0	1014	SSO1555	NP_342981	NA
1404715	1405452	+	1	1015	SSO1556	NP_342982	NA
1405449	1405745	+	0	1015	SSO8359	NP_342983	NA
1406046	1406915	+	1	1016	SSO1560	NP_342984	NA
1407806	1408669	+	1	1017	SSO1562	NP_342985	1407824
1408758	1409189	+	0	1017	SSO1563	NP_342986	NA
1409604	1410179	-	1	1018	SSO1564	NP_342987	1410182
1410329	1411699	-	1	1019	SSO1565	NP_342988	NA
1412210	1413394	+	1	1020	SSO1566	NP_342989	NA
1413379	1414080	+	0	1020	SSO1567	NP_342990	NA
1415376	1415939	+	1	1021	SSO1568	NP_342991	1415380
1415881	1416306	+	0	1021	SSO1569	NP_342992	NA
1416337	1416720	+	1	1022	SSO1570	NP_342993	1416337
1417062	1418666	-	1	1023	SSO1571	NP_342994	NA
1418932	1419897	+	1	1024	SSO1572	NP_342995	NA
1420046	1420630	-	1	1025	SSO1573	NP_342996	NA
1420804	1421211	-	1	1026	SSO1574	NP_342997	NA
1421343	1422710	-	0	1027	SSO1577	NP_342998	NA
1422717	1424012	-	0	1027	SSO1578	NP_342999	NA
1424009	1424695	-	0	1027	SSO1579	NP_343000	NA
1424702	1427854	-	1	1027	SSO1580	NP_343001	NA
1428130	1430016	+	1	1028	SSO1581	NP_343002	NA
1430039	1430932	+	1	1029	SSO1583	NP_343003	1430039
1431061	1432560	+	1	1030	SSO1584	NP_343004	1431057
1432890	1433741	-	1	1031	SSO1586	NP_343005	1433749
1433920	1434831	-	1	1032	SSO1587	NP_343006	NA
1434983	1435294	-	1	1033	SSO1588	NP_343007	NA
1435333	1435554	+	1	1034	SSO8426	NP_343008	NA
1435680	1436033	+	1	1035	SSO1589	NP_343009	1435680
1436030	1437073	+	0	1035	SSO1590	NP_343010	NA
1437080	1437778	+	0	1035	SSO1591	NP_343011	NA
1437748	1439055	-	1	1036	SSO1593	NP_343012	NA
